# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 90% (54000 samples)
# Seed: 59
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.569285    88.356     0.149894    98.800    98.800    0.9881    0.9878    0.9880
   1     0.228968    96.394     0.111798    99.270    99.270    0.9927    0.9926    0.9927
   2     0.161423    97.069     0.076847    99.090    99.270    0.9910    0.9909    0.9909
   3     0.125144    97.511     0.051279    99.260    99.270    0.9927    0.9924    0.9925
   4     0.104347    97.761     0.074558    98.870    99.270    0.9885    0.9887    0.9885
   5     0.090195    97.933     0.041906    99.200    99.270    0.9918    0.9921    0.9919
   6     0.082447    98.050     0.074987    98.890    99.270    0.9890    0.9888    0.9889
   7     0.073733    98.124     0.037445    99.520    99.520    0.9951    0.9951    0.9951
   8     0.067135    98.300     0.029630    99.330    99.520    0.9934    0.9932    0.9932
   9     0.063233    98.346     0.105290    97.470    99.520    0.9762    0.9753    0.9749
  10     0.058916    98.467     0.127568    96.930    99.520    0.9720    0.9704    0.9699
  11     0.054660    98.517     0.031710    99.380    99.520    0.9938    0.9937    0.9938
  12     0.053336    98.552     0.064592    98.260    99.520    0.9829    0.9834    0.9829
  13     0.050176    98.607     0.032500    99.290    99.520    0.9930    0.9928    0.9929
  14     0.047846    98.639     0.030999    99.370    99.520    0.9937    0.9936    0.9937
  15     0.044035    98.804     0.018696    99.560    99.560    0.9956    0.9955    0.9955
  16     0.042264    98.807     0.017730    99.530    99.560    0.9953    0.9952    0.9952
  17     0.042258    98.809     0.028212    99.430    99.560    0.9943    0.9941    0.9942
  18     0.039580    98.930     0.033374    99.180    99.560    0.9918    0.9920    0.9918
  19     0.039279    98.846     0.021555    99.520    99.560    0.9952    0.9951    0.9952
  20     0.038843    98.881     0.014240    99.640    99.640    0.9964    0.9963    0.9964
  21     0.035053    98.996     0.028427    99.260    99.640    0.9925    0.9928    0.9926
  22     0.034385    99.024     0.023876    99.380    99.640    0.9937    0.9939    0.9938
  23     0.033962    98.965     0.018813    99.410    99.640    0.9942    0.9940    0.9941
  24     0.031229    99.120     0.015990    99.530    99.640    0.9953    0.9952    0.9953
  25     0.030679    99.063     0.019454    99.490    99.640    0.9949    0.9948    0.9949
  26     0.028616    99.156     0.016273    99.580    99.640    0.9959    0.9956    0.9957
  27     0.029151    99.094     0.018120    99.550    99.640    0.9954    0.9956    0.9955
  28     0.028823    99.152     0.013660    99.610    99.640    0.9961    0.9960    0.9960
  29     0.026333    99.231     0.013614    99.650    99.650    0.9964    0.9964    0.9964
  30     0.026393    99.243     0.015919    99.540    99.650    0.9954    0.9953    0.9953
  31     0.025829    99.248     0.016055    99.570    99.650    0.9957    0.9956    0.9957
  32     0.022730    99.367     0.019913    99.450    99.650    0.9946    0.9943    0.9944
  33     0.024616    99.270     0.013364    99.600    99.650    0.9960    0.9959    0.9959
  34     0.025832    99.274     0.015510    99.580    99.650    0.9958    0.9957    0.9957
  35     0.021171    99.383     0.013682    99.590    99.650    0.9959    0.9958    0.9958
  36     0.022586    99.317     0.018682    99.400    99.650    0.9941    0.9938    0.9939
  37     0.023819    99.298     0.015443    99.630    99.650    0.9963    0.9963    0.9963
  38     0.020715    99.393     0.016031    99.570    99.650    0.9957    0.9956    0.9956
  39     0.022654    99.324     0.011983    99.640    99.650    0.9964    0.9963    0.9964
  40     0.020273    99.420     0.011544    99.650    99.650    0.9965    0.9964    0.9964
  41     0.019403    99.415     0.011963    99.650    99.650    0.9965    0.9964    0.9965
  42     0.017861    99.481     0.012755    99.640    99.650    0.9964    0.9963    0.9963
  43     0.018480    99.443     0.012674    99.620    99.650    0.9962    0.9961    0.9962
  44     0.018228    99.470     0.012054    99.680    99.680    0.9968    0.9967    0.9968
  45     0.017593    99.481     0.012731    99.640    99.680    0.9964    0.9963    0.9964
  46     0.018395    99.463     0.011073    99.670    99.680    0.9967    0.9967    0.9967
  47     0.018073    99.487     0.011553    99.640    99.680    0.9964    0.9963    0.9964
  48     0.016683    99.506     0.014832    99.520    99.680    0.9952    0.9951    0.9951
  49     0.017062    99.493     0.011361    99.640    99.680    0.9964    0.9963    0.9963
  50     0.017171    99.476     0.011350    99.700    99.700    0.9970    0.9969    0.9970
  51     0.014740    99.535     0.014711    99.520    99.700    0.9953    0.9952    0.9952
  52     0.016221    99.528     0.011199    99.650    99.700    0.9965    0.9964    0.9964
  53     0.015787    99.520     0.012344    99.600    99.700    0.9960    0.9959    0.9960
  54     0.015494    99.570     0.013015    99.590    99.700    0.9959    0.9958    0.9959
  55     0.015021    99.537     0.010745    99.650    99.700    0.9965    0.9964    0.9965
  56     0.013538    99.606     0.011746    99.610    99.700    0.9961    0.9960    0.9961
  57     0.013777    99.607     0.013926    99.600    99.700    0.9960    0.9959    0.9959
  58     0.013073    99.628     0.013118    99.670    99.700    0.9967    0.9966    0.9966
  59     0.012522    99.619     0.012085    99.630    99.700    0.9963    0.9962    0.9962
  60     0.013640    99.569     0.011442    99.630    99.700    0.9963    0.9962    0.9963
  61     0.013637    99.578     0.009662    99.720    99.720    0.9972    0.9971    0.9972
  62     0.012269    99.652     0.012859    99.620    99.720    0.9963    0.9961    0.9962
  63     0.011860    99.656     0.011530    99.690    99.720    0.9969    0.9968    0.9969
  64     0.011634    99.681     0.010409    99.610    99.720    0.9961    0.9960    0.9961
  65     0.011552    99.672     0.011031    99.620    99.720    0.9962    0.9961    0.9962
  66     0.011329    99.656     0.011255    99.680    99.720    0.9968    0.9968    0.9968
  67     0.010749    99.680     0.010940    99.670    99.720    0.9967    0.9966    0.9967
