# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 30% (18000 samples)
# Seed: 47
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.946173    76.450     0.275042    97.540    97.540    0.9755    0.9755    0.9754
   1     0.453514    93.044     0.198030    98.460    98.460    0.9849    0.9844    0.9846
   2     0.330693    95.178     0.161925    98.670    98.670    0.9866    0.9867    0.9866
   3     0.270115    96.000     0.153906    98.690    98.690    0.9874    0.9866    0.9869
   4     0.222599    96.744     0.096802    99.230    99.230    0.9922    0.9923    0.9922
   5     0.196841    96.950     0.102502    99.100    99.230    0.9910    0.9909    0.9909
   6     0.164750    97.583     0.077197    99.310    99.310    0.9930    0.9930    0.9930
   7     0.150332    97.461     0.074855    99.120    99.310    0.9913    0.9911    0.9912
   8     0.140613    97.444     0.096934    99.020    99.310    0.9903    0.9901    0.9901
   9     0.129876    97.544     0.064413    99.390    99.390    0.9939    0.9939    0.9939
  10     0.115617    97.994     0.072097    99.120    99.390    0.9913    0.9910    0.9911
  11     0.109585    98.039     0.065461    99.250    99.390    0.9923    0.9926    0.9924
  12     0.101536    98.022     0.070552    99.110    99.390    0.9910    0.9912    0.9911
  13     0.093289    98.072     0.065586    99.100    99.390    0.9908    0.9912    0.9909
  14     0.089494    98.344     0.080729    98.970    99.390    0.9898    0.9899    0.9897
  15     0.085622    98.150     0.050035    99.370    99.390    0.9938    0.9935    0.9936
  16     0.081472    98.256     0.138960    97.290    99.390    0.9748    0.9726    0.9729
  17     0.078474    98.378     0.035180    99.560    99.560    0.9956    0.9955    0.9956
  18     0.076438    98.356     0.049494    99.380    99.560    0.9938    0.9936    0.9937
  19     0.072972    98.439     0.058305    99.020    99.560    0.9903    0.9901    0.9901
  20     0.065146    98.461     0.035336    99.460    99.560    0.9946    0.9944    0.9945
  21     0.065396    98.600     0.059344    98.700    99.560    0.9869    0.9872    0.9869
  22     0.062508    98.483     0.032568    99.490    99.560    0.9948    0.9949    0.9948
  23     0.061472    98.589     0.033013    99.330    99.560    0.9933    0.9932    0.9932
  24     0.056827    98.772     0.059027    98.780    99.560    0.9878    0.9878    0.9877
  25     0.056659    98.717     0.052403    98.980    99.560    0.9897    0.9899    0.9897
  26     0.055082    98.672     0.044457    99.230    99.560    0.9923    0.9923    0.9923
  27     0.053135    98.722     0.027845    99.520    99.560    0.9952    0.9951    0.9951
  28     0.047739    98.850     0.030647    99.430    99.560    0.9942    0.9943    0.9942
  29     0.051160    98.667     0.023890    99.450    99.560    0.9944    0.9945    0.9945
  30     0.047669    98.878     0.026706    99.390    99.560    0.9940    0.9938    0.9939
  31     0.048315    98.789     0.025626    99.640    99.640    0.9964    0.9963    0.9964
  32     0.044168    98.933     0.024444    99.530    99.640    0.9953    0.9952    0.9952
  33     0.040761    99.078     0.022341    99.570    99.640    0.9957    0.9956    0.9957
  34     0.044352    98.894     0.026152    99.450    99.640    0.9944    0.9945    0.9945
  35     0.040881    99.000     0.030220    99.370    99.640    0.9935    0.9938    0.9937
  36     0.043935    98.867     0.021576    99.520    99.640    0.9952    0.9951    0.9952
  37     0.037431    99.128     0.030699    99.260    99.640    0.9924    0.9928    0.9926
  38     0.038006    99.033     0.021251    99.570    99.640    0.9957    0.9956    0.9956
  39     0.037009    99.056     0.021553    99.540    99.640    0.9954    0.9953    0.9954
  40     0.038276    99.061     0.020415    99.590    99.640    0.9959    0.9958    0.9958
  41     0.034182    99.167     0.022034    99.450    99.640    0.9946    0.9944    0.9944
  42     0.032528    99.194     0.021567    99.470    99.640    0.9947    0.9946    0.9947
  43     0.035263    99.100     0.022361    99.530    99.640    0.9952    0.9953    0.9953
  44     0.032626    99.206     0.022451    99.480    99.640    0.9948    0.9948    0.9948
  45     0.029242    99.228     0.020594    99.460    99.640    0.9944    0.9946    0.9945
