# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 65% (39000 samples)
# Seed: 54
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.671407    85.433     0.176867    98.690    98.690    0.9869    0.9868    0.9868
   1     0.283188    95.756     0.187566    98.240    98.690    0.9824    0.9829    0.9825
   2     0.198055    96.836     0.121068    98.640    98.690    0.9866    0.9864    0.9863
   3     0.152723    97.300     0.078451    99.130    99.130    0.9913    0.9913    0.9913
   4     0.124551    97.638     0.081155    98.660    99.130    0.9866    0.9865    0.9864
   5     0.113138    97.651     0.102573    98.510    99.130    0.9858    0.9847    0.9850
   6     0.097476    97.885     0.117584    97.890    99.130    0.9809    0.9789    0.9790
   7     0.088334    98.051     0.059984    98.920    99.130    0.9894    0.9890    0.9891
   8     0.080457    98.123     0.068487    98.520    99.130    0.9856    0.9852    0.9851
   9     0.077868    98.146     0.037330    99.340    99.340    0.9933    0.9934    0.9933
  10     0.070877    98.292     0.139173    96.580    99.340    0.9709    0.9669    0.9663
  11     0.064959    98.341     0.042851    99.180    99.340    0.9919    0.9917    0.9917
  12     0.063772    98.395     0.047896    99.170    99.340    0.9918    0.9916    0.9916
  13     0.058087    98.487     0.031362    99.440    99.440    0.9944    0.9942    0.9943
  14     0.054728    98.664     0.044113    99.010    99.440    0.9900    0.9902    0.9900
  15     0.053465    98.579     0.033127    99.290    99.440    0.9929    0.9929    0.9928
  16     0.052182    98.633     0.026332    99.380    99.440    0.9937    0.9938    0.9937
  17     0.047851    98.749     0.031186    99.380    99.440    0.9937    0.9938    0.9938
  18     0.043701    98.844     0.030267    99.310    99.440    0.9929    0.9932    0.9930
  19     0.045833    98.764     0.058668    98.830    99.440    0.9883    0.9884    0.9883
  20     0.042894    98.879     0.037111    99.080    99.440    0.9909    0.9906    0.9907
  21     0.039515    98.959     0.030814    99.210    99.440    0.9918    0.9922    0.9920
  22     0.038293    98.926     0.034061    99.270    99.440    0.9928    0.9927    0.9927
  23     0.037558    98.967     0.026235    99.400    99.440    0.9940    0.9940    0.9940
  24     0.037052    98.959     0.026926    99.210    99.440    0.9923    0.9920    0.9921
  25     0.035427    99.003     0.031012    99.230    99.440    0.9923    0.9923    0.9923
  26     0.034244    99.049     0.016699    99.470    99.470    0.9947    0.9947    0.9947
  27     0.034534    99.015     0.017077    99.530    99.530    0.9952    0.9953    0.9952
  28     0.029900    99.187     0.021618    99.420    99.530    0.9942    0.9942    0.9942
  29     0.029885    99.174     0.024788    99.330    99.530    0.9933    0.9934    0.9933
  30     0.028777    99.195     0.026362    99.290    99.530    0.9930    0.9929    0.9929
  31     0.029453    99.149     0.022646    99.350    99.530    0.9936    0.9934    0.9935
  32     0.030099    99.156     0.018098    99.550    99.550    0.9955    0.9954    0.9954
  33     0.029078    99.167     0.038569    98.970    99.550    0.9898    0.9897    0.9897
  34     0.027852    99.251     0.024347    99.380    99.550    0.9937    0.9939    0.9938
  35     0.026797    99.197     0.017150    99.520    99.550    0.9953    0.9951    0.9952
  36     0.025632    99.292     0.018148    99.420    99.550    0.9941    0.9942    0.9941
  37     0.024823    99.290     0.014335    99.560    99.560    0.9957    0.9955    0.9956
  38     0.022688    99.367     0.012622    99.620    99.620    0.9961    0.9962    0.9961
  39     0.022273    99.395     0.013598    99.630    99.630    0.9962    0.9963    0.9962
  40     0.023415    99.287     0.013866    99.590    99.630    0.9959    0.9959    0.9959
  41     0.023179    99.333     0.020328    99.420    99.630    0.9940    0.9943    0.9942
  42     0.021909    99.372     0.013304    99.600    99.630    0.9959    0.9960    0.9960
  43     0.020239    99.426     0.012342    99.630    99.630    0.9963    0.9962    0.9963
  44     0.020154    99.403     0.014441    99.620    99.630    0.9963    0.9960    0.9961
  45     0.019486    99.431     0.015996    99.580    99.630    0.9958    0.9957    0.9958
  46     0.020839    99.362     0.013652    99.590    99.630    0.9959    0.9958    0.9959
  47     0.018823    99.454     0.013367    99.620    99.630    0.9961    0.9962    0.9962
  48     0.018243    99.436     0.012030    99.630    99.630    0.9963    0.9962    0.9963
  49     0.018653    99.472     0.016093    99.490    99.630    0.9949    0.9948    0.9948
  50     0.017732    99.485     0.015371    99.560    99.630    0.9956    0.9955    0.9956
  51     0.017308    99.533     0.011570    99.620    99.630    0.9962    0.9961    0.9962
  52     0.017096    99.528     0.013162    99.550    99.630    0.9955    0.9954    0.9954
  53     0.016304    99.533     0.010551    99.630    99.630    0.9963    0.9962    0.9963
