# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 45% (27000 samples)
# Seed: 50
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.789588    81.793     0.217200    98.370    98.370    0.9836    0.9838    0.9836
   1     0.356783    94.652     0.158875    98.620    98.620    0.9864    0.9862    0.9862
   2     0.260587    96.048     0.126332    98.970    98.970    0.9899    0.9894    0.9896
   3     0.201682    96.748     0.095937    99.100    99.100    0.9909    0.9911    0.9910
   4     0.168744    97.148     0.094795    98.940    99.100    0.9896    0.9894    0.9894
   5     0.145223    97.481     0.098771    98.660    99.100    0.9870    0.9866    0.9866
   6     0.125300    97.711     0.082615    98.950    99.100    0.9896    0.9896    0.9896
   7     0.116528    97.659     0.091021    98.820    99.100    0.9880    0.9885    0.9882
   8     0.105743    97.756     0.073912    99.100    99.100    0.9911    0.9910    0.9910
   9     0.097633    97.915     0.060144    99.260    99.260    0.9927    0.9925    0.9926
  10     0.086007    98.185     0.047787    99.330    99.330    0.9933    0.9933    0.9933
  11     0.086256    98.056     0.050106    99.150    99.330    0.9915    0.9914    0.9914
  12     0.080357    98.141     0.035274    99.440    99.440    0.9945    0.9942    0.9944
  13     0.074937    98.181     0.053875    99.210    99.440    0.9920    0.9922    0.9921
  14     0.072325    98.315     0.051328    99.090    99.440    0.9911    0.9908    0.9909
  15     0.065829    98.322     0.030269    99.320    99.440    0.9932    0.9932    0.9932
  16     0.063596    98.448     0.043810    99.120    99.440    0.9910    0.9913    0.9911
  17     0.061283    98.489     0.039666    99.150    99.440    0.9915    0.9916    0.9915
  18     0.055174    98.678     0.049202    99.090    99.440    0.9911    0.9910    0.9910
  19     0.059435    98.493     0.070208    98.550    99.440    0.9862    0.9859    0.9858
  20     0.054929    98.600     0.046381    99.050    99.440    0.9905    0.9905    0.9905
  21     0.052017    98.619     0.029851    99.310    99.440    0.9932    0.9930    0.9931
  22     0.047610    98.789     0.032526    99.220    99.440    0.9923    0.9922    0.9922
  23     0.053863    98.648     0.036816    99.110    99.440    0.9913    0.9911    0.9911
  24     0.046921    98.681     0.022712    99.480    99.480    0.9948    0.9948    0.9948
  25     0.045296    98.707     0.100528    97.280    99.480    0.9747    0.9734    0.9728
  26     0.041848    98.863     0.024940    99.380    99.480    0.9937    0.9938    0.9937
  27     0.043317    98.881     0.022165    99.480    99.480    0.9947    0.9948    0.9948
  28     0.042555    98.833     0.027711    99.540    99.540    0.9954    0.9953    0.9954
