# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 15% (9000 samples)
# Seed: 44
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     1.211190    66.233     0.405935    95.060    95.060    0.9508    0.9502    0.9502
   1     0.646202    87.878     0.284771    97.460    97.460    0.9747    0.9746    0.9745
   2     0.492365    92.267     0.218651    98.050    98.050    0.9803    0.9806    0.9804
   3     0.404392    93.822     0.189968    98.450    98.450    0.9844    0.9846    0.9844
   4     0.353632    95.000     0.206030    98.450    98.450    0.9843    0.9846    0.9844
   5     0.315169    95.456     0.172885    98.540    98.540    0.9853    0.9854    0.9853
   6     0.279437    95.944     0.157608    99.030    99.030    0.9903    0.9902    0.9902
   7     0.245841    96.767     0.133498    98.950    99.030    0.9894    0.9895    0.9894
   8     0.235196    96.567     0.142010    98.890    99.030    0.9888    0.9889    0.9888
   9     0.212687    96.956     0.132810    99.070    99.070    0.9907    0.9906    0.9906
  10     0.198005    97.078     0.091631    99.090    99.090    0.9908    0.9908    0.9908
  11     0.182385    97.400     0.101265    99.000    99.090    0.9900    0.9900    0.9900
  12     0.173506    97.333     0.091179    99.140    99.140    0.9915    0.9913    0.9914
  13     0.159098    97.689     0.086741    99.190    99.190    0.9920    0.9918    0.9919
  14     0.153318    97.711     0.114979    98.680    99.190    0.9868    0.9868    0.9867
  15     0.147811    97.578     0.073657    99.130    99.190    0.9913    0.9912    0.9913
  16     0.141654    97.889     0.085742    99.040    99.190    0.9905    0.9905    0.9904
  17     0.138334    97.700     0.096824    98.960    99.190    0.9896    0.9897    0.9896
  18     0.129160    97.856     0.065924    99.060    99.190    0.9907    0.9905    0.9906
  19     0.121908    98.011     0.063310    99.220    99.220    0.9922    0.9922    0.9922
  20     0.114908    98.122     0.100819    98.480    99.220    0.9854    0.9847    0.9847
  21     0.108595    98.256     0.054776    99.320    99.320    0.9932    0.9932    0.9932
  22     0.111254    98.133     0.089891    98.800    99.320    0.9881    0.9880    0.9879
  23     0.103651    98.233     0.049994    99.310    99.320    0.9931    0.9930    0.9930
  24     0.098780    98.478     0.058054    99.310    99.320    0.9931    0.9931    0.9931
  25     0.091933    98.578     0.056669    99.280    99.320    0.9928    0.9927    0.9928
  26     0.095375    98.244     0.052619    99.300    99.320    0.9929    0.9929    0.9929
  27     0.085128    98.533     0.066875    99.050    99.320    0.9905    0.9905    0.9904
  28     0.082936    98.611     0.058119    99.000    99.320    0.9901    0.9899    0.9900
  29     0.085136    98.600     0.047905    99.310    99.320    0.9931    0.9930    0.9931
  30     0.088104    98.333     0.063849    99.140    99.320    0.9914    0.9914    0.9914
  31     0.075430    98.856     0.052438    99.220    99.320    0.9922    0.9922    0.9922
  32     0.075538    98.533     0.047803    99.200    99.320    0.9919    0.9919    0.9919
  33     0.070136    98.844     0.047691    99.320    99.320    0.9932    0.9931    0.9932
  34     0.075267    98.689     0.049923    99.160    99.320    0.9916    0.9916    0.9916
  35     0.068678    98.800     0.048253    99.110    99.320    0.9911    0.9910    0.9910
  36     0.073583    98.767     0.064295    98.970    99.320    0.9898    0.9896    0.9896
  37     0.064918    98.900     0.054129    99.110    99.320    0.9912    0.9910    0.9910
  38     0.060975    99.056     0.044664    99.130    99.320    0.9914    0.9911    0.9913
  39     0.059974    98.989     0.060218    98.890    99.320    0.9890    0.9889    0.9889
  40     0.062126    98.800     0.053348    99.170    99.320    0.9917    0.9917    0.9917
  41     0.059672    98.889     0.038057    99.370    99.370    0.9937    0.9937    0.9937
  42     0.052349    99.200     0.038243    99.310    99.370    0.9931    0.9931    0.9931
  43     0.054225    99.111     0.039936    99.260    99.370    0.9925    0.9925    0.9925
  44     0.053588    99.144     0.051985    98.980    99.370    0.9898    0.9899    0.9897
  45     0.052623    99.111     0.036498    99.270    99.370    0.9926    0.9926    0.9926
