# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 5% (3000 samples)
# Seed: 42
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     1.734714    43.033     1.340126    50.950    50.950    0.6447    0.4996    0.4643
   1     1.066115    73.067     0.545352    92.020    92.020    0.9209    0.9204    0.9190
   2     0.825259    82.033     0.393324    95.300    95.300    0.9531    0.9531    0.9528
   3     0.691826    86.600     0.334887    96.820    96.820    0.9680    0.9682    0.9680
   4     0.600278    89.700     0.301395    97.300    97.300    0.9730    0.9731    0.9730
   5     0.549327    91.000     0.273839    97.710    97.710    0.9771    0.9771    0.9771
   6     0.502012    92.867     0.254855    97.810    97.810    0.9780    0.9781    0.9780
   7     0.471056    93.067     0.235820    98.100    98.100    0.9810    0.9811    0.9810
   8     0.438575    93.700     0.219204    98.040    98.100    0.9806    0.9803    0.9804
   9     0.405017    94.900     0.212171    98.220    98.220    0.9824    0.9821    0.9822
  10     0.382611    95.067     0.208015    98.330    98.330    0.9833    0.9833    0.9833
  11     0.356298    95.700     0.203545    98.070    98.330    0.9806    0.9807    0.9806
  12     0.340150    96.133     0.174010    98.330    98.330    0.9833    0.9833    0.9833
  13     0.338483    95.900     0.181362    98.490    98.490    0.9849    0.9849    0.9849
  14     0.333738    96.133     0.169810    98.570    98.570    0.9858    0.9856    0.9857
  15     0.307113    96.533     0.193730    98.360    98.570    0.9840    0.9834    0.9836
  16     0.304295    96.200     0.175164    98.450    98.570    0.9846    0.9844    0.9844
  17     0.282540    96.767     0.150365    98.610    98.610    0.9860    0.9861    0.9860
  18     0.278334    96.933     0.144527    98.640    98.640    0.9864    0.9864    0.9864
  19     0.265829    97.100     0.143288    98.660    98.660    0.9866    0.9866    0.9866
  20     0.251753    97.700     0.137992    98.690    98.690    0.9870    0.9867    0.9868
  21     0.248842    96.867     0.129848    98.830    98.830    0.9884    0.9882    0.9883
  22     0.232702    97.667     0.133121    98.730    98.830    0.9874    0.9872    0.9873
  23     0.237563    97.533     0.135142    98.610    98.830    0.9864    0.9859    0.9861
  24     0.238298    97.200     0.134017    98.770    98.830    0.9878    0.9875    0.9876
