# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 10% (6000 samples)
# Seed: 43
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     1.451582    56.883     0.589872    91.070    91.070    0.9130    0.9102    0.9092
   1     0.773940    84.200     0.333005    96.520    96.520    0.9650    0.9652    0.9650
   2     0.599261    89.833     0.275247    97.630    97.630    0.9762    0.9762    0.9762
   3     0.502819    92.200     0.242653    97.970    97.970    0.9797    0.9796    0.9796
   4     0.435022    93.950     0.206861    98.370    98.370    0.9836    0.9837    0.9836
   5     0.393018    94.433     0.212998    98.330    98.370    0.9835    0.9832    0.9833
   6     0.352223    95.217     0.182872    98.590    98.590    0.9858    0.9859    0.9858
   7     0.324185    95.650     0.158154    98.780    98.780    0.9879    0.9878    0.9878
   8     0.307431    95.633     0.162807    98.650    98.780    0.9867    0.9865    0.9865
   9     0.287237    96.300     0.142435    99.000    99.000    0.9900    0.9900    0.9900
  10     0.268652    96.050     0.144503    98.750    99.000    0.9875    0.9875    0.9875
  11     0.247047    96.600     0.114787    98.940    99.000    0.9893    0.9894    0.9893
  12     0.236114    96.683     0.120313    98.970    99.000    0.9896    0.9896    0.9896
  13     0.220451    97.117     0.117353    98.880    99.000    0.9887    0.9888    0.9887
  14     0.200877    97.167     0.112373    98.950    99.000    0.9896    0.9895    0.9895
  15     0.195898    97.633     0.113868    98.960    99.000    0.9896    0.9896    0.9895
  16     0.193731    97.133     0.098673    99.130    99.130    0.9914    0.9912    0.9913
  17     0.184718    97.533     0.089717    99.030    99.130    0.9903    0.9902    0.9902
  18     0.172302    97.700     0.092926    99.070    99.130    0.9908    0.9906    0.9907
  19     0.162235    97.883     0.096895    99.290    99.290    0.9930    0.9928    0.9929
  20     0.154795    97.917     0.090234    99.180    99.290    0.9917    0.9917    0.9917
  21     0.146434    98.283     0.079906    99.140    99.290    0.9913    0.9914    0.9914
  22     0.145792    98.067     0.075606    99.240    99.290    0.9924    0.9923    0.9924
  23     0.138886    98.233     0.076887    99.110    99.290    0.9911    0.9911    0.9911
  24     0.144881    97.550     0.090684    99.150    99.290    0.9915    0.9914    0.9914
  25     0.131710    98.150     0.073250    99.270    99.290    0.9927    0.9926    0.9926
  26     0.123749    98.350     0.066846    99.220    99.290    0.9923    0.9921    0.9922
  27     0.126725    98.233     0.067066    99.300    99.300    0.9931    0.9929    0.9930
  28     0.119837    98.200     0.086665    98.940    99.300    0.9893    0.9894    0.9893
  29     0.112016    98.517     0.069669    99.200    99.300    0.9919    0.9919    0.9919
  30     0.106547    98.600     0.068070    99.150    99.300    0.9916    0.9914    0.9915
  31     0.105993    98.583     0.066457    99.070    99.300    0.9906    0.9906    0.9906
  32     0.107673    98.550     0.073984    98.700    99.300    0.9871    0.9869    0.9869
  33     0.107789    98.283     0.061293    99.240    99.300    0.9924    0.9924    0.9924
  34     0.096988    98.700     0.066166    99.170    99.300    0.9917    0.9917    0.9917
  35     0.094093    98.750     0.062133    99.250    99.300    0.9926    0.9924    0.9925
  36     0.092536    98.817     0.059623    99.330    99.330    0.9934    0.9932    0.9933
  37     0.084758    98.867     0.067958    99.120    99.330    0.9914    0.9911    0.9912
  38     0.084322    98.983     0.048923    99.350    99.350    0.9935    0.9934    0.9935
  39     0.083454    98.950     0.052850    99.320    99.350    0.9932    0.9932    0.9932
  40     0.080126    98.950     0.056339    99.260    99.350    0.9925    0.9926    0.9925
  41     0.082893    98.817     0.064396    99.150    99.350    0.9915    0.9914    0.9914
  42     0.085129    98.667     0.056499    99.350    99.350    0.9935    0.9934    0.9934
  43     0.085449    98.650     0.058156    99.390    99.390    0.9939    0.9938    0.9939
  44     0.079311    98.883     0.053761    99.380    99.390    0.9938    0.9937    0.9937
  45     0.077103    98.883     0.046122    99.310    99.390    0.9931    0.9930    0.9930
  46     0.074932    99.017     0.055866    99.380    99.390    0.9938    0.9937    0.9937
  47     0.067145    99.267     0.050658    99.350    99.390    0.9935    0.9934    0.9934
  48     0.062273    99.317     0.047797    99.360    99.390    0.9936    0.9934    0.9935
  49     0.069003    99.033     0.053516    99.320    99.390    0.9932    0.9931    0.9931
  50     0.069886    99.083     0.060612    99.280    99.390    0.9928    0.9927    0.9927
  51     0.065975    99.133     0.053937    99.150    99.390    0.9914    0.9915    0.9914
  52     0.066126    99.000     0.053900    99.120    99.390    0.9913    0.9911    0.9912
