# ModelM7 Training Log - Custom Data Percentage
# Data Percentage: 50% (30000 samples)
# Seed: 51
# Epochs: 150
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.747040    83.420     0.209203    98.470    98.470    0.9847    0.9847    0.9847
   1     0.332639    95.193     0.172398    98.810    98.810    0.9882    0.9881    0.9881
   2     0.232910    96.520     0.110475    99.070    99.070    0.9908    0.9906    0.9907
   3     0.188753    96.803     0.123028    98.770    99.070    0.9880    0.9875    0.9877
   4     0.150625    97.500     0.073922    99.180    99.180    0.9918    0.9917    0.9917
   5     0.133501    97.527     0.100390    98.670    99.180    0.9871    0.9864    0.9866
   6     0.117760    97.663     0.070198    99.180    99.180    0.9918    0.9919    0.9918
   7     0.103162    97.910     0.073023    99.000    99.180    0.9900    0.9901    0.9900
   8     0.094452    98.053     0.061102    99.090    99.180    0.9910    0.9907    0.9908
   9     0.084554    98.117     0.051656    99.230    99.230    0.9924    0.9922    0.9923
  10     0.082314    98.170     0.050758    99.130    99.230    0.9914    0.9912    0.9912
  11     0.075831    98.283     0.098171    97.720    99.230    0.9784    0.9773    0.9770
  12     0.068615    98.470     0.035703    99.320    99.320    0.9933    0.9931    0.9932
  13     0.066728    98.500     0.037979    99.260    99.320    0.9927    0.9924    0.9925
  14     0.065564    98.407     0.036939    99.400    99.400    0.9939    0.9938    0.9939
  15     0.062622    98.323     0.053966    99.110    99.400    0.9910    0.9914    0.9912
  16     0.059291    98.477     0.031818    99.280    99.400    0.9928    0.9926    0.9927
  17     0.058485    98.503     0.043105    99.040    99.400    0.9903    0.9905    0.9904
  18     0.053774    98.603     0.024629    99.520    99.520    0.9951    0.9951    0.9951
  19     0.048987    98.687     0.036246    99.240    99.520    0.9924    0.9923    0.9923
  20     0.050942    98.663     0.034072    99.190    99.520    0.9920    0.9919    0.9919
  21     0.045412    98.803     0.030187    99.380    99.520    0.9937    0.9939    0.9938
  22     0.046252    98.810     0.050575    98.730    99.520    0.9875    0.9874    0.9873
  23     0.043731    98.807     0.035105    99.210    99.520    0.9922    0.9921    0.9921
  24     0.038365    99.007     0.028477    99.310    99.520    0.9931    0.9930    0.9931
  25     0.043117    98.880     0.025064    99.310    99.520    0.9932    0.9930    0.9931
  26     0.042543    98.863     0.025029    99.400    99.520    0.9941    0.9939    0.9940
  27     0.040584    98.853     0.022589    99.420    99.520    0.9943    0.9941    0.9942
  28     0.035752    99.040     0.019913    99.500    99.520    0.9950    0.9949    0.9950
  29     0.037527    98.977     0.041674    99.040    99.520    0.9904    0.9907    0.9905
  30     0.034260    99.063     0.032926    99.180    99.520    0.9919    0.9917    0.9918
  31     0.034700    99.037     0.032520    99.030    99.520    0.9905    0.9900    0.9902
  32     0.036087    98.997     0.055873    98.530    99.520    0.9856    0.9851    0.9851
  33     0.031470    99.193     0.060097    98.330    99.520    0.9846    0.9832    0.9834
  34     0.030478    99.193     0.025780    99.360    99.520    0.9936    0.9935    0.9936
  35     0.032447    99.097     0.022423    99.400    99.520    0.9940    0.9939    0.9939
  36     0.030125    99.163     0.024331    99.330    99.520    0.9932    0.9933    0.9933
  37     0.028922    99.150     0.019848    99.470    99.520    0.9947    0.9947    0.9947
  38     0.028148    99.233     0.018578    99.370    99.520    0.9937    0.9936    0.9936
  39     0.026128    99.310     0.018569    99.500    99.520    0.9950    0.9949    0.9949
  40     0.026251    99.253     0.018669    99.450    99.520    0.9946    0.9944    0.9945
  41     0.024903    99.293     0.014793    99.650    99.650    0.9965    0.9964    0.9965
  42     0.024285    99.340     0.018717    99.450    99.650    0.9946    0.9944    0.9945
  43     0.028161    99.250     0.017454    99.560    99.650    0.9956    0.9955    0.9956
  44     0.023414    99.360     0.021005    99.470    99.650    0.9947    0.9947    0.9947
  45     0.024286    99.360     0.036648    99.210    99.650    0.9921    0.9923    0.9922
  46     0.022005    99.377     0.026523    99.310    99.650    0.9931    0.9933    0.9932
  47     0.020354    99.423     0.015140    99.530    99.650    0.9953    0.9952    0.9952
  48     0.021121    99.397     0.016109    99.580    99.650    0.9958    0.9958    0.9958
  49     0.019075    99.460     0.021720    99.400    99.650    0.9940    0.9939    0.9940
  50     0.019122    99.440     0.013322    99.600    99.650    0.9960    0.9959    0.9959
  51     0.022917    99.327     0.016237    99.580    99.650    0.9958    0.9957    0.9958
  52     0.020784    99.363     0.018102    99.520    99.650    0.9952    0.9952    0.9952
  53     0.019589    99.453     0.014183    99.500    99.650    0.9950    0.9949    0.9950
  54     0.017003    99.520     0.015700    99.530    99.650    0.9953    0.9952    0.9953
  55     0.020445    99.407     0.017377    99.580    99.650    0.9957    0.9957    0.9957
  56     0.017527    99.483     0.013342    99.600    99.650    0.9960    0.9959    0.9959
  57     0.016906    99.477     0.015579    99.520    99.650    0.9952    0.9952    0.9952
  58     0.018355    99.480     0.014087    99.590    99.650    0.9959    0.9958    0.9959
  59     0.018551    99.463     0.014920    99.580    99.650    0.9958    0.9957    0.9958
  60     0.015380    99.533     0.015590    99.580    99.650    0.9958    0.9958    0.9958
  61     0.017913    99.513     0.011592    99.630    99.650    0.9963    0.9963    0.9963
  62     0.015028    99.587     0.014306    99.640    99.650    0.9964    0.9963    0.9964
  63     0.015717    99.577     0.016111    99.480    99.650    0.9948    0.9948    0.9948
  64     0.015831    99.497     0.014227    99.580    99.650    0.9958    0.9957    0.9957
  65     0.016358    99.533     0.017255    99.520    99.650    0.9953    0.9951    0.9952
  66     0.014295    99.607     0.012793    99.580    99.650    0.9958    0.9957    0.9958
  67     0.014052    99.617     0.018974    99.400    99.650    0.9940    0.9940    0.9940
  68     0.013663    99.603     0.012045    99.670    99.670    0.9967    0.9966    0.9967
  69     0.013263    99.613     0.014380    99.540    99.670    0.9953    0.9954    0.9954
  70     0.011977    99.673     0.013288    99.620    99.670    0.9962    0.9962    0.9962
  71     0.013291    99.597     0.012256    99.630    99.670    0.9963    0.9962    0.9963
  72     0.012394    99.680     0.015353    99.580    99.670    0.9958    0.9957    0.9958
  73     0.011369    99.660     0.013830    99.620    99.670    0.9962    0.9961    0.9962
  74     0.012250    99.650     0.012300    99.580    99.670    0.9957    0.9958    0.9958
  75     0.010828    99.693     0.017004    99.510    99.670    0.9952    0.9950    0.9951
  76     0.011361    99.723     0.013677    99.570    99.670    0.9957    0.9956    0.9957
  77     0.012360    99.643     0.016129    99.560    99.670    0.9956    0.9956    0.9956
  78     0.011025    99.673     0.017414    99.520    99.670    0.9953    0.9951    0.9952
  79     0.010451    99.727     0.012812    99.630    99.670    0.9963    0.9962    0.9963
  80     0.009848    99.760     0.013042    99.620    99.670    0.9962    0.9961    0.9962
  81     0.010988    99.723     0.013349    99.610    99.670    0.9961    0.9961    0.9961
  82     0.012647    99.673     0.013259    99.620    99.670    0.9962    0.9961    0.9962
  83     0.009677    99.707     0.013572    99.610    99.670    0.9961    0.9961    0.9961
  84     0.009965    99.750     0.012128    99.640    99.670    0.9964    0.9964    0.9964
  85     0.009768    99.730     0.012784    99.600    99.670    0.9960    0.9959    0.9960
  86     0.010014    99.733     0.011584    99.630    99.670    0.9963    0.9962    0.9963
  87     0.009188    99.763     0.012443    99.600    99.670    0.9960    0.9959    0.9960
  88     0.010509    99.707     0.014211    99.600    99.670    0.9960    0.9959    0.9960
  89     0.008184    99.783     0.013133    99.580    99.670    0.9958    0.9957    0.9958
  90     0.009166    99.730     0.013947    99.580    99.670    0.9958    0.9957    0.9958
  91     0.009825    99.693     0.011738    99.630    99.670    0.9963    0.9963    0.9963
  92     0.009069    99.733     0.013065    99.580    99.670    0.9958    0.9958    0.9958
  93     0.008306    99.797     0.012207    99.630    99.670    0.9963    0.9962    0.9963
  94     0.008865    99.757     0.014326    99.620    99.670    0.9962    0.9961    0.9962
  95     0.009471    99.743     0.014629    99.590    99.670    0.9959    0.9958    0.9959
  96     0.008355    99.767     0.014090    99.610    99.670    0.9961    0.9961    0.9961
  97     0.007869    99.787     0.013987    99.590    99.670    0.9959    0.9958    0.9959
  98     0.007599    99.790     0.013330    99.620    99.670    0.9962    0.9962    0.9962
  99     0.007085    99.820     0.012714    99.630    99.670    0.9963    0.9962    0.9963
 100     0.007223    99.823     0.011908    99.630    99.670    0.9963    0.9962    0.9962
 101     0.007743    99.793     0.012115    99.590    99.670    0.9959    0.9959    0.9959
 102     0.007206    99.803     0.012974    99.640    99.670    0.9964    0.9964    0.9964
 103     0.006459    99.817     0.013010    99.640    99.670    0.9964    0.9964    0.9964
 104     0.007971    99.793     0.012606    99.640    99.670    0.9964    0.9963    0.9964
 105     0.007836    99.790     0.013050    99.640    99.670    0.9964    0.9964    0.9964
 106     0.007154    99.790     0.012520    99.680    99.680    0.9968    0.9968    0.9968
 107     0.006561    99.817     0.012636    99.670    99.680    0.9967    0.9967    0.9967
 108     0.006936    99.770     0.013881    99.610    99.680    0.9961    0.9961    0.9961
 109     0.006655    99.823     0.012319    99.610    99.680    0.9961    0.9961    0.9961
 110     0.006593    99.827     0.013726    99.570    99.680    0.9957    0.9957    0.9957
 111     0.005900    99.850     0.012855    99.630    99.680    0.9963    0.9963    0.9963
 112     0.006509    99.803     0.012594    99.620    99.680    0.9962    0.9962    0.9962
 113     0.005832    99.850     0.015271    99.580    99.680    0.9959    0.9958    0.9958
 114     0.006004    99.843     0.013355    99.610    99.680    0.9961    0.9961    0.9961
 115     0.007241    99.823     0.014850    99.580    99.680    0.9958    0.9958    0.9958
 116     0.006284    99.827     0.014643    99.600    99.680    0.9960    0.9960    0.9960
 117     0.005941    99.873     0.014127    99.580    99.680    0.9958    0.9958    0.9958
 118     0.005343    99.853     0.013256    99.590    99.680    0.9959    0.9959    0.9959
 119     0.005855    99.847     0.012446    99.610    99.680    0.9961    0.9960    0.9961
 120     0.005636    99.867     0.011677    99.580    99.680    0.9958    0.9958    0.9958
 121     0.005790    99.867     0.013195    99.580    99.680    0.9958    0.9958    0.9958
 122     0.006856    99.780     0.012733    99.630    99.680    0.9963    0.9963    0.9963
 123     0.005327    99.850     0.013455    99.590    99.680    0.9959    0.9959    0.9959
 124     0.005576    99.850     0.013130    99.630    99.680    0.9963    0.9963    0.9963
 125     0.005949    99.860     0.013586    99.670    99.680    0.9967    0.9967    0.9967
 126     0.004643    99.880     0.014130    99.640    99.680    0.9964    0.9964    0.9964
 127     0.005265    99.853     0.013892    99.630    99.680    0.9963    0.9963    0.9963
 128     0.005470    99.847     0.012851    99.630    99.680    0.9964    0.9962    0.9963
 129     0.005701    99.843     0.012794    99.660    99.680    0.9966    0.9966    0.9966
 130     0.005035    99.873     0.013363    99.660    99.680    0.9966    0.9966    0.9966
 131     0.004637    99.883     0.012736    99.680    99.680    0.9968    0.9968    0.9968
 132     0.004938    99.870     0.013741    99.640    99.680    0.9964    0.9964    0.9964
 133     0.004668    99.893     0.014412    99.610    99.680    0.9961    0.9961    0.9961
 134     0.004877    99.873     0.012557    99.630    99.680    0.9963    0.9962    0.9963
 135     0.004725    99.863     0.013691    99.620    99.680    0.9962    0.9962    0.9962
 136     0.004692    99.883     0.013481    99.610    99.680    0.9961    0.9961    0.9961
 137     0.004433    99.887     0.012545    99.640    99.680    0.9964    0.9964    0.9964
 138     0.005328    99.863     0.013484    99.600    99.680    0.9960    0.9959    0.9960
 139     0.004708    99.867     0.012904    99.620    99.680    0.9962    0.9962    0.9962
 140     0.003943    99.913     0.012761    99.660    99.680    0.9966    0.9966    0.9966
 141     0.003845    99.917     0.012401    99.620    99.680    0.9962    0.9962    0.9962
 142     0.004511    99.873     0.013216    99.650    99.680    0.9965    0.9965    0.9965
