# ModelM7 Training Log - NO DATA AUGMENTATION
# Data Percentage: 80% (48000 samples)
# Seed: 57
# Epochs: 150
# NO TRANSFORMATIONS APPLIED TO DATA
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.324861    97.263     0.154174    99.290    99.290    0.9930    0.9928    0.9929
   1     0.145572    98.954     0.104080    99.300    99.300    0.9930    0.9929    0.9930
   2     0.090239    99.246     0.111343    99.310    99.310    0.9931    0.9930    0.9931
   3     0.063455    99.394     0.053787    99.520    99.520    0.9952    0.9952    0.9952
   4     0.048411    99.496     0.058523    99.290    99.520    0.9929    0.9928    0.9928
   5     0.035798    99.602     0.038829    99.320    99.520    0.9933    0.9930    0.9931
   6     0.032292    99.588     0.039206    99.580    99.580    0.9958    0.9957    0.9958
   7     0.024745    99.673     0.047994    99.220    99.580    0.9922    0.9921    0.9921
   8     0.020770    99.715     0.034038    99.530    99.580    0.9953    0.9952    0.9952
   9     0.017914    99.731     0.033320    99.380    99.580    0.9938    0.9938    0.9938
  10     0.014669    99.792     0.029801    99.510    99.580    0.9951    0.9950    0.9950
  11     0.013003    99.802     0.024111    99.480    99.580    0.9948    0.9947    0.9948
  12     0.011646    99.810     0.022435    99.430    99.580    0.9943    0.9942    0.9942
  13     0.010710    99.831     0.029597    99.490    99.580    0.9949    0.9948    0.9949
  14     0.009469    99.819     0.020225    99.610    99.610    0.9961    0.9960    0.9961
  15     0.008788    99.819     0.022510    99.470    99.610    0.9947    0.9946    0.9947
  16     0.007978    99.852     0.017388    99.550    99.610    0.9955    0.9954    0.9955
  17     0.006611    99.871     0.025561    99.370    99.610    0.9937    0.9937    0.9937
  18     0.005334    99.917     0.023851    99.400    99.610    0.9940    0.9940    0.9940
  19     0.004182    99.940     0.018260    99.600    99.610    0.9960    0.9960    0.9960
  20     0.006284    99.869     0.018687    99.540    99.610    0.9954    0.9953    0.9954
  21     0.006471    99.865     0.020320    99.540    99.610    0.9954    0.9954    0.9954
  22     0.006271    99.856     0.023776    99.330    99.610    0.9933    0.9932    0.9933
  23     0.002908    99.946     0.018397    99.500    99.610    0.9950    0.9949    0.9950
  24     0.001767    99.979     0.017026    99.520    99.610    0.9952    0.9952    0.9952
  25     0.003245    99.935     0.019725    99.470    99.610    0.9947    0.9947    0.9947
  26     0.005285    99.852     0.025100    99.390    99.610    0.9940    0.9938    0.9939
  27     0.004382    99.900     0.018745    99.450    99.610    0.9945    0.9944    0.9944
  28     0.002621    99.944     0.023062    99.390    99.610    0.9939    0.9938    0.9938
  29     0.002202    99.952     0.016132    99.570    99.610    0.9957    0.9956    0.9956
  30     0.001513    99.977     0.022942    99.400    99.610    0.9941    0.9938    0.9939
  31     0.001955    99.963     0.017896    99.470    99.610    0.9947    0.9946    0.9947
  32     0.002078    99.958     0.024173    99.360    99.610    0.9937    0.9935    0.9936
  33     0.002483    99.948     0.024781    99.350    99.610    0.9935    0.9934    0.9934
  34     0.001827    99.963     0.021572    99.480    99.610    0.9948    0.9947    0.9948
  35     0.001049    99.985     0.025497    99.380    99.610    0.9938    0.9937    0.9937
  36     0.002940    99.923     0.023127    99.330    99.610    0.9934    0.9932    0.9933
  37     0.001568    99.963     0.018939    99.480    99.610    0.9948    0.9947    0.9948
  38     0.000734    99.994     0.018989    99.520    99.610    0.9952    0.9951    0.9952
  39     0.000390   100.000     0.018169    99.550    99.610    0.9955    0.9954    0.9954
  40     0.000297   100.000     0.017924    99.590    99.610    0.9959    0.9958    0.9959
  41     0.000239   100.000     0.018447    99.560    99.610    0.9956    0.9955    0.9956
  42     0.000293    99.996     0.020240    99.530    99.610    0.9953    0.9952    0.9953
  43     0.004596    99.856     0.016232    99.560    99.610    0.9956    0.9955    0.9956
  44     0.001998    99.950     0.017886    99.560    99.610    0.9957    0.9955    0.9956
  45     0.000454   100.000     0.018736    99.560    99.610    0.9957    0.9955    0.9956
  46     0.000287   100.000     0.017678    99.560    99.610    0.9956    0.9955    0.9955
  47     0.000233   100.000     0.017924    99.550    99.610    0.9955    0.9955    0.9955
  48     0.000213   100.000     0.018167    99.520    99.610    0.9952    0.9951    0.9952
  49     0.001025    99.983     0.022452    99.520    99.610    0.9953    0.9951    0.9952
  50     0.001589    99.965     0.018338    99.550    99.610    0.9955    0.9954    0.9955
  51     0.001123    99.979     0.017929    99.560    99.610    0.9956    0.9955    0.9956
  52     0.000265   100.000     0.018663    99.540    99.610    0.9954    0.9953    0.9954
  53     0.000189   100.000     0.019279    99.530    99.610    0.9953    0.9952    0.9952
  54     0.000373    99.996     0.020453    99.540    99.610    0.9954    0.9953    0.9954
  55     0.000964    99.973     0.021400    99.480    99.610    0.9949    0.9947    0.9948
  56     0.001023    99.977     0.019160    99.520    99.610    0.9952    0.9952    0.9952
  57     0.000692    99.983     0.018483    99.560    99.610    0.9956    0.9955    0.9956
  58     0.000173   100.000     0.018438    99.560    99.610    0.9956    0.9956    0.9956
  59     0.000140   100.000     0.018663    99.540    99.610    0.9954    0.9953    0.9954
  60     0.000134   100.000     0.018726    99.550    99.610    0.9955    0.9955    0.9955
  61     0.000118   100.000     0.019282    99.570    99.610    0.9957    0.9956    0.9957
  62     0.000913    99.985     0.020287    99.490    99.610    0.9949    0.9949    0.9949
  63     0.000570    99.990     0.019908    99.540    99.610    0.9954    0.9953    0.9953
  64     0.000816    99.973     0.021674    99.480    99.610    0.9948    0.9947    0.9948
  65     0.000632    99.987     0.019724    99.510    99.610    0.9951    0.9950    0.9951
  66     0.000194    99.996     0.019408    99.530    99.610    0.9953    0.9952    0.9953
  67     0.000340    99.994     0.021559    99.470    99.610    0.9947    0.9946    0.9946
  68     0.000448    99.992     0.022391    99.430    99.610    0.9943    0.9942    0.9942
  69     0.000259    99.994     0.022987    99.430    99.610    0.9943    0.9942    0.9943
  70     0.000139   100.000     0.022027    99.430    99.610    0.9943    0.9942    0.9943
  71     0.000111   100.000     0.021061    99.480    99.610    0.9948    0.9947    0.9948
  72     0.000089   100.000     0.020868    99.470    99.610    0.9947    0.9946    0.9947
  73     0.000079   100.000     0.021016    99.520    99.610    0.9952    0.9951    0.9952
  74     0.000074   100.000     0.020744    99.520    99.610    0.9952    0.9951    0.9951
  75     0.000076   100.000     0.021227    99.490    99.610    0.9949    0.9948    0.9949
  76     0.000059   100.000     0.021124    99.510    99.610    0.9951    0.9950    0.9950
  77     0.000058   100.000     0.020700    99.500    99.610    0.9950    0.9949    0.9950
  78     0.000054   100.000     0.020702    99.520    99.610    0.9952    0.9951    0.9952
  79     0.000053   100.000     0.020916    99.520    99.610    0.9952    0.9951    0.9952
  80     0.000047   100.000     0.021375    99.530    99.610    0.9953    0.9952    0.9953
  81     0.000041   100.000     0.020856    99.540    99.610    0.9954    0.9953    0.9954
  82     0.000037   100.000     0.020340    99.530    99.610    0.9953    0.9952    0.9953
  83     0.000035   100.000     0.020623    99.530    99.610    0.9953    0.9952    0.9953
  84     0.000032   100.000     0.020478    99.560    99.610    0.9956    0.9955    0.9956
  85     0.000036   100.000     0.020969    99.540    99.610    0.9954    0.9953    0.9954
  86     0.000909    99.977     0.023616    99.520    99.610    0.9952    0.9951    0.9951
  87     0.000189    99.996     0.023013    99.480    99.610    0.9948    0.9947    0.9948
  88     0.000060   100.000     0.021920    99.520    99.610    0.9952    0.9951    0.9952
  89     0.000050   100.000     0.021521    99.520    99.610    0.9952    0.9951    0.9952
  90     0.000039   100.000     0.021428    99.550    99.610    0.9955    0.9955    0.9955
  91     0.000172    99.998     0.020264    99.540    99.610    0.9954    0.9953    0.9954
  92     0.000312    99.992     0.023561    99.470    99.610    0.9948    0.9946    0.9947
  93     0.000056   100.000     0.022352    99.510    99.610    0.9951    0.9950    0.9951
  94     0.000043   100.000     0.022811    99.540    99.610    0.9954    0.9953    0.9954
  95     0.000034   100.000     0.022581    99.540    99.610    0.9954    0.9953    0.9954
  96     0.000030   100.000     0.021943    99.510    99.610    0.9951    0.9950    0.9951
  97     0.000028   100.000     0.022319    99.510    99.610    0.9951    0.9950    0.9951
  98     0.000026   100.000     0.021805    99.500    99.610    0.9950    0.9949    0.9950
  99     0.000026   100.000     0.021965    99.530    99.610    0.9953    0.9952    0.9953
 100     0.000025   100.000     0.021226    99.550    99.610    0.9955    0.9955    0.9955
 101     0.000022   100.000     0.021451    99.530    99.610    0.9953    0.9953    0.9953
 102     0.000030   100.000     0.022215    99.540    99.610    0.9954    0.9954    0.9954
 103     0.000022   100.000     0.022787    99.520    99.610    0.9952    0.9952    0.9952
 104     0.000021   100.000     0.022046    99.560    99.610    0.9956    0.9956    0.9956
 105     0.000019   100.000     0.022153    99.530    99.610    0.9953    0.9952    0.9953
 106     0.000018   100.000     0.022034    99.540    99.610    0.9954    0.9953    0.9954
 107     0.000016   100.000     0.021936    99.530    99.610    0.9953    0.9952    0.9953
 108     0.000017   100.000     0.022362    99.520    99.610    0.9952    0.9951    0.9952
 109     0.000015   100.000     0.021626    99.550    99.610    0.9955    0.9954    0.9955
 110     0.000042   100.000     0.025146    99.530    99.610    0.9953    0.9952    0.9953
 111     0.000026   100.000     0.023621    99.520    99.610    0.9952    0.9951    0.9952
 112     0.000018   100.000     0.023011    99.540    99.610    0.9954    0.9953    0.9954
 113     0.000015   100.000     0.022989    99.520    99.610    0.9952    0.9951    0.9952
 114     0.000013   100.000     0.022285    99.540    99.610    0.9954    0.9953    0.9954
 115     0.000013   100.000     0.022620    99.560    99.610    0.9956    0.9955    0.9956
 116     0.000012   100.000     0.023799    99.580    99.610    0.9958    0.9957    0.9958
 117     0.000011   100.000     0.022766    99.570    99.610    0.9957    0.9956    0.9957
 118     0.000011   100.000     0.023090    99.530    99.610    0.9953    0.9952    0.9953
 119     0.000010   100.000     0.022227    99.530    99.610    0.9953    0.9952    0.9953
 120     0.000011   100.000     0.022492    99.560    99.610    0.9956    0.9955    0.9956
 121     0.000010   100.000     0.022688    99.550    99.610    0.9955    0.9954    0.9955
 122     0.000009   100.000     0.021799    99.570    99.610    0.9957    0.9956    0.9957
 123     0.000009   100.000     0.022029    99.560    99.610    0.9956    0.9956    0.9956
 124     0.000009   100.000     0.023036    99.580    99.610    0.9958    0.9957    0.9958
 125     0.000021   100.000     0.022440    99.560    99.610    0.9956    0.9955    0.9956
 126     0.000011   100.000     0.022521    99.580    99.610    0.9958    0.9957    0.9958
 127     0.000008   100.000     0.022379    99.590    99.610    0.9959    0.9958    0.9959
 128     0.000008   100.000     0.022992    99.550    99.610    0.9955    0.9955    0.9955
 129     0.000008   100.000     0.022727    99.570    99.610    0.9957    0.9957    0.9957
 130     0.000007   100.000     0.022687    99.550    99.610    0.9955    0.9955    0.9955
 131     0.000007   100.000     0.022308    99.560    99.610    0.9956    0.9956    0.9956
 132     0.000006   100.000     0.022685    99.560    99.610    0.9956    0.9956    0.9956
 133     0.000008   100.000     0.022192    99.610    99.610    0.9961    0.9960    0.9961
 134     0.000007   100.000     0.021942    99.570    99.610    0.9957    0.9957    0.9957
 135     0.000006   100.000     0.022162    99.590    99.610    0.9959    0.9958    0.9959
 136     0.000006   100.000     0.022012    99.530    99.610    0.9953    0.9952    0.9953
 137     0.000005   100.000     0.021836    99.540    99.610    0.9954    0.9953    0.9954
 138     0.000005   100.000     0.022169    99.550    99.610    0.9955    0.9954    0.9955
 139     0.000010   100.000     0.022970    99.580    99.610    0.9958    0.9958    0.9958
