# ModelM7 Training Log - NO DATA AUGMENTATION
# Data Percentage: 25% (15000 samples)
# Seed: 46
# Epochs: 150
# NO TRANSFORMATIONS APPLIED TO DATA
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.480224    94.567     0.294865    98.380    98.380    0.9837    0.9838    0.9837
   1     0.283090    98.500     0.243374    99.060    99.060    0.9906    0.9906    0.9906
   2     0.213853    99.053     0.155782    99.170    99.170    0.9917    0.9917    0.9917
   3     0.167703    99.380     0.146248    99.270    99.270    0.9927    0.9927    0.9927
   4     0.136344    99.573     0.127946    99.270    99.270    0.9927    0.9926    0.9926
   5     0.112063    99.667     0.104594    99.260    99.270    0.9927    0.9925    0.9926
   6     0.092943    99.727     0.087940    99.320    99.320    0.9933    0.9931    0.9932
   7     0.080133    99.833     0.072447    99.330    99.330    0.9933    0.9932    0.9933
   8     0.070072    99.787     0.078715    99.330    99.330    0.9933    0.9933    0.9933
   9     0.056795    99.927     0.059259    99.420    99.420    0.9942    0.9941    0.9942
  10     0.049798    99.927     0.058264    99.460    99.460    0.9946    0.9945    0.9946
  11     0.046002    99.947     0.062396    99.270    99.460    0.9927    0.9926    0.9927
  12     0.042794    99.927     0.059987    99.230    99.460    0.9923    0.9923    0.9923
  13     0.034007    99.973     0.045891    99.390    99.460    0.9939    0.9939    0.9939
  14     0.030859    99.987     0.042837    99.400    99.460    0.9941    0.9939    0.9940
  15     0.030129    99.947     0.049142    99.340    99.460    0.9935    0.9933    0.9934
  16     0.034061    99.893     0.083601    99.160    99.460    0.9915    0.9916    0.9915
  17     0.032771    99.873     0.073341    99.240    99.460    0.9924    0.9924    0.9924
  18     0.026510    99.927     0.041985    99.370    99.460    0.9937    0.9936    0.9937
  19     0.020662    99.980     0.041765    99.310    99.460    0.9931    0.9930    0.9931
  20     0.018817    99.993     0.031422    99.450    99.460    0.9944    0.9945    0.9945
  21     0.017977    99.987     0.030994    99.390    99.460    0.9939    0.9939    0.9939
  22     0.017323    99.973     0.035104    99.350    99.460    0.9935    0.9934    0.9934
  23     0.014549   100.000     0.030101    99.410    99.460    0.9941    0.9940    0.9941
  24     0.013225   100.000     0.028208    99.440    99.460    0.9944    0.9944    0.9944
  25     0.012628   100.000     0.028019    99.440    99.460    0.9943    0.9944    0.9944
  26     0.011614   100.000     0.028169    99.450    99.460    0.9945    0.9945    0.9945
  27     0.010993   100.000     0.028034    99.450    99.460    0.9945    0.9944    0.9945
  28     0.010313   100.000     0.027625    99.440    99.460    0.9944    0.9944    0.9944
  29     0.009783   100.000     0.027649    99.430    99.460    0.9943    0.9943    0.9943
  30     0.009041   100.000     0.026332    99.440    99.460    0.9944    0.9944    0.9944
  31     0.008577   100.000     0.026274    99.430    99.460    0.9942    0.9943    0.9943
  32     0.008255   100.000     0.027314    99.430    99.460    0.9943    0.9943    0.9943
  33     0.007828   100.000     0.025964    99.440    99.460    0.9943    0.9944    0.9944
  34     0.007635   100.000     0.026370    99.450    99.460    0.9945    0.9944    0.9945
  35     0.006991   100.000     0.025637    99.460    99.460    0.9946    0.9946    0.9946
