# ModelM7 Training Log - NO DATA AUGMENTATION
# Data Percentage: 85% (51000 samples)
# Seed: 58
# Epochs: 150
# NO TRANSFORMATIONS APPLIED TO DATA
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.316334    97.257     0.165493    99.280    99.280    0.9928    0.9927    0.9928
   1     0.137769    99.012     0.094873    99.450    99.450    0.9945    0.9944    0.9944
   2     0.085538    99.280     0.078883    99.330    99.450    0.9933    0.9933    0.9933
   3     0.061622    99.363     0.073294    99.380    99.450    0.9938    0.9938    0.9938
   4     0.045976    99.425     0.057823    99.460    99.460    0.9946    0.9945    0.9946
   5     0.036069    99.539     0.047604    99.310    99.460    0.9932    0.9930    0.9931
   6     0.029247    99.596     0.045771    99.400    99.460    0.9940    0.9939    0.9940
   7     0.026131    99.575     0.037500    99.430    99.460    0.9943    0.9943    0.9943
   8     0.019627    99.720     0.039543    99.390    99.460    0.9939    0.9939    0.9939
   9     0.018922    99.724     0.030777    99.440    99.460    0.9944    0.9943    0.9944
  10     0.014698    99.763     0.030007    99.350    99.460    0.9936    0.9935    0.9935
  11     0.013288    99.780     0.027530    99.500    99.500    0.9950    0.9949    0.9950
  12     0.012146    99.802     0.022770    99.460    99.500    0.9947    0.9945    0.9945
  13     0.011873    99.759     0.034979    99.340    99.500    0.9934    0.9934    0.9933
  14     0.009937    99.806     0.027696    99.340    99.500    0.9934    0.9933    0.9933
  15     0.009503    99.796     0.031149    99.300    99.500    0.9930    0.9929    0.9929
  16     0.008075    99.841     0.017135    99.590    99.590    0.9959    0.9958    0.9959
  17     0.006376    99.873     0.020887    99.520    99.590    0.9952    0.9951    0.9952
  18     0.008055    99.812     0.020296    99.530    99.590    0.9953    0.9953    0.9953
  19     0.006540    99.845     0.018259    99.520    99.590    0.9952    0.9951    0.9952
  20     0.004754    99.902     0.020228    99.490    99.590    0.9949    0.9948    0.9948
  21     0.004741    99.904     0.016940    99.490    99.590    0.9948    0.9949    0.9948
  22     0.006667    99.837     0.018569    99.570    99.590    0.9957    0.9957    0.9957
  23     0.003234    99.941     0.016208    99.500    99.590    0.9950    0.9950    0.9950
  24     0.002700    99.953     0.013574    99.660    99.660    0.9966    0.9965    0.9966
  25     0.003161    99.937     0.015124    99.610    99.660    0.9961    0.9960    0.9961
  26     0.003729    99.904     0.015365    99.630    99.660    0.9963    0.9962    0.9963
  27     0.001717    99.975     0.014691    99.630    99.660    0.9963    0.9963    0.9963
  28     0.001934    99.961     0.014999    99.590    99.660    0.9959    0.9958    0.9959
  29     0.003563    99.910     0.016404    99.600    99.660    0.9960    0.9959    0.9960
  30     0.003071    99.933     0.018572    99.530    99.660    0.9953    0.9953    0.9953
  31     0.001935    99.957     0.014484    99.620    99.660    0.9962    0.9961    0.9962
  32     0.001456    99.976     0.017412    99.520    99.660    0.9953    0.9951    0.9952
  33     0.001661    99.971     0.016301    99.550    99.660    0.9955    0.9955    0.9955
  34     0.000948    99.986     0.015326    99.650    99.660    0.9965    0.9964    0.9965
  35     0.001083    99.984     0.015150    99.580    99.660    0.9958    0.9957    0.9958
  36     0.002681    99.935     0.018292    99.550    99.660    0.9955    0.9954    0.9955
  37     0.001776    99.957     0.016609    99.590    99.660    0.9959    0.9958    0.9959
  38     0.000791    99.984     0.015599    99.680    99.680    0.9968    0.9967    0.9968
  39     0.001072    99.980     0.014794    99.630    99.680    0.9963    0.9962    0.9963
  40     0.000839    99.988     0.016168    99.590    99.680    0.9959    0.9958    0.9959
  41     0.000303   100.000     0.016505    99.610    99.680    0.9961    0.9960    0.9961
  42     0.000225   100.000     0.015575    99.630    99.680    0.9963    0.9962    0.9963
  43     0.000199   100.000     0.015713    99.620    99.680    0.9962    0.9961    0.9961
  44     0.003181    99.924     0.018339    99.560    99.680    0.9956    0.9955    0.9956
  45     0.002032    99.951     0.015530    99.520    99.680    0.9952    0.9951    0.9952
  46     0.000604    99.990     0.014060    99.600    99.680    0.9960    0.9959    0.9960
  47     0.000304    99.998     0.014414    99.640    99.680    0.9964    0.9963    0.9964
  48     0.000263    99.998     0.015439    99.630    99.680    0.9963    0.9963    0.9963
  49     0.000198   100.000     0.014900    99.640    99.680    0.9964    0.9963    0.9964
  50     0.000164   100.000     0.015789    99.610    99.680    0.9961    0.9960    0.9961
  51     0.001600    99.963     0.019191    99.510    99.680    0.9951    0.9950    0.9951
  52     0.002171    99.947     0.016085    99.570    99.680    0.9957    0.9957    0.9957
  53     0.000540    99.992     0.018014    99.530    99.680    0.9953    0.9952    0.9952
  54     0.000889    99.975     0.017253    99.590    99.680    0.9959    0.9958    0.9959
  55     0.000289    99.998     0.016794    99.600    99.680    0.9960    0.9959    0.9960
  56     0.000153   100.000     0.016848    99.620    99.680    0.9962    0.9961    0.9961
  57     0.000298    99.994     0.017691    99.580    99.680    0.9958    0.9957    0.9957
  58     0.000190   100.000     0.016933    99.630    99.680    0.9963    0.9962    0.9963
  59     0.000122   100.000     0.016864    99.610    99.680    0.9961    0.9960    0.9961
  60     0.000713    99.980     0.023400    99.410    99.680    0.9941    0.9940    0.9940
  61     0.000191   100.000     0.017933    99.610    99.680    0.9961    0.9960    0.9961
  62     0.000132   100.000     0.017090    99.590    99.680    0.9959    0.9958    0.9959
  63     0.000681    99.990     0.017183    99.550    99.680    0.9954    0.9954    0.9954
  64     0.000200    99.998     0.015948    99.580    99.680    0.9958    0.9957    0.9958
  65     0.000123   100.000     0.016199    99.630    99.680    0.9963    0.9962    0.9963
  66     0.000076   100.000     0.016194    99.640    99.680    0.9964    0.9963    0.9964
  67     0.000074   100.000     0.017114    99.590    99.680    0.9959    0.9958    0.9959
  68     0.000113    99.998     0.018291    99.510    99.680    0.9951    0.9950    0.9951
  69     0.000078   100.000     0.017807    99.560    99.680    0.9956    0.9955    0.9956
  70     0.000059   100.000     0.017883    99.590    99.680    0.9959    0.9958    0.9959
  71     0.000056   100.000     0.018022    99.580    99.680    0.9958    0.9957    0.9958
  72     0.000059   100.000     0.017869    99.600    99.680    0.9960    0.9959    0.9960
  73     0.000046   100.000     0.017053    99.600    99.680    0.9960    0.9959    0.9960
  74     0.000799    99.990     0.016502    99.620    99.680    0.9962    0.9962    0.9962
  75     0.000833    99.980     0.015780    99.590    99.680    0.9959    0.9959    0.9959
  76     0.000141    99.998     0.015852    99.640    99.680    0.9964    0.9964    0.9964
  77     0.000071   100.000     0.016570    99.610    99.680    0.9961    0.9960    0.9961
  78     0.000059   100.000     0.016981    99.620    99.680    0.9962    0.9961    0.9962
  79     0.000051   100.000     0.016979    99.640    99.680    0.9964    0.9963    0.9964
  80     0.000050   100.000     0.017186    99.620    99.680    0.9962    0.9961    0.9962
  81     0.000042   100.000     0.017203    99.610    99.680    0.9961    0.9960    0.9961
  82     0.000039   100.000     0.017555    99.620    99.680    0.9962    0.9961    0.9962
  83     0.000036   100.000     0.017608    99.620    99.680    0.9962    0.9961    0.9962
  84     0.000033   100.000     0.017433    99.620    99.680    0.9962    0.9961    0.9962
  85     0.000035   100.000     0.017347    99.600    99.680    0.9960    0.9959    0.9959
  86     0.000029   100.000     0.017677    99.620    99.680    0.9962    0.9961    0.9961
  87     0.000026   100.000     0.017627    99.600    99.680    0.9960    0.9959    0.9960
  88     0.000146    99.996     0.018449    99.580    99.680    0.9958    0.9957    0.9958
  89     0.000042   100.000     0.019756    99.600    99.680    0.9960    0.9959    0.9960
