# ModelM7 Training Log - NO DATA AUGMENTATION
# Data Percentage: 55% (33000 samples)
# Seed: 52
# Epochs: 150
# NO TRANSFORMATIONS APPLIED TO DATA
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.374555    96.488     0.203569    99.030    99.030    0.9903    0.9903    0.9903
   1     0.187901    98.842     0.130430    99.300    99.300    0.9930    0.9929    0.9930
   2     0.125501    99.145     0.121915    99.280    99.300    0.9927    0.9928    0.9927
   3     0.089486    99.376     0.078292    99.370    99.370    0.9937    0.9936    0.9937
   4     0.068508    99.482     0.073108    99.480    99.480    0.9948    0.9948    0.9948
   5     0.055603    99.564     0.073169    99.270    99.480    0.9927    0.9927    0.9926
   6     0.044979    99.645     0.056513    99.300    99.480    0.9931    0.9929    0.9929
   7     0.038967    99.621     0.039392    99.440    99.480    0.9944    0.9943    0.9944
   8     0.030309    99.706     0.046681    99.440    99.480    0.9944    0.9944    0.9944
   9     0.025584    99.785     0.029037    99.410    99.480    0.9941    0.9940    0.9941
  10     0.023748    99.767     0.031607    99.490    99.490    0.9950    0.9948    0.9949
  11     0.020207    99.794     0.032162    99.430    99.490    0.9944    0.9942    0.9943
  12     0.018236    99.809     0.031623    99.450    99.490    0.9946    0.9944    0.9945
  13     0.014459    99.882     0.022906    99.470    99.490    0.9947    0.9946    0.9946
  14     0.013592    99.861     0.022536    99.440    99.490    0.9944    0.9943    0.9944
  15     0.012780    99.876     0.031585    99.380    99.490    0.9939    0.9937    0.9938
  16     0.012323    99.842     0.037033    99.390    99.490    0.9939    0.9939    0.9939
  17     0.009082    99.897     0.029127    99.430    99.490    0.9943    0.9942    0.9943
  18     0.010016    99.842     0.029398    99.470    99.490    0.9947    0.9946    0.9947
  19     0.011535    99.836     0.038698    99.310    99.490    0.9931    0.9931    0.9931
  20     0.009606    99.845     0.035682    99.420    99.490    0.9943    0.9941    0.9942
  21     0.007278    99.912     0.022077    99.400    99.490    0.9940    0.9939    0.9939
  22     0.004802    99.948     0.022672    99.400    99.490    0.9940    0.9939    0.9939
  23     0.005435    99.924     0.038226    99.070    99.490    0.9909    0.9907    0.9907
  24     0.003749    99.979     0.018851    99.470    99.490    0.9947    0.9946    0.9947
  25     0.003191    99.973     0.020571    99.450    99.490    0.9945    0.9944    0.9945
  26     0.002798    99.982     0.019434    99.480    99.490    0.9948    0.9948    0.9948
  27     0.005165    99.909     0.024564    99.420    99.490    0.9942    0.9941    0.9942
  28     0.011931    99.712     0.070638    99.050    99.490    0.9907    0.9903    0.9904
  29     0.005033    99.909     0.026100    99.430    99.490    0.9943    0.9943    0.9943
  30     0.002746    99.967     0.020819    99.450    99.490    0.9945    0.9945    0.9945
  31     0.005202    99.912     0.021528    99.420    99.490    0.9943    0.9941    0.9942
  32     0.002277    99.976     0.018107    99.480    99.490    0.9948    0.9948    0.9948
  33     0.001199   100.000     0.018017    99.510    99.510    0.9951    0.9951    0.9951
  34     0.002782    99.948     0.018359    99.530    99.530    0.9953    0.9953    0.9953
  35     0.002107    99.970     0.023012    99.490    99.530    0.9950    0.9948    0.9949
  36     0.002249    99.970     0.021990    99.490    99.530    0.9950    0.9948    0.9949
  37     0.002395    99.961     0.021894    99.440    99.530    0.9945    0.9943    0.9944
  38     0.003798    99.921     0.026936    99.410    99.530    0.9942    0.9941    0.9941
  39     0.003729    99.915     0.025041    99.410    99.530    0.9941    0.9941    0.9941
  40     0.002418    99.955     0.022610    99.390    99.530    0.9939    0.9939    0.9939
  41     0.000952    99.997     0.018645    99.480    99.530    0.9948    0.9948    0.9948
  42     0.000768   100.000     0.019789    99.490    99.530    0.9949    0.9949    0.9949
  43     0.000999    99.988     0.017823    99.500    99.530    0.9950    0.9950    0.9950
  44     0.000827    99.994     0.018783    99.520    99.530    0.9952    0.9952    0.9952
  45     0.001119    99.985     0.018726    99.520    99.530    0.9952    0.9952    0.9952
  46     0.002874    99.936     0.028786    99.360    99.530    0.9936    0.9935    0.9936
  47     0.002917    99.939     0.021405    99.400    99.530    0.9940    0.9940    0.9940
  48     0.003061    99.918     0.022602    99.450    99.530    0.9946    0.9944    0.9945
  49     0.001591    99.970     0.019955    99.420    99.530    0.9943    0.9941    0.9942
  50     0.000626    99.997     0.019370    99.480    99.530    0.9949    0.9947    0.9948
  51     0.000414   100.000     0.020456    99.470    99.530    0.9948    0.9946    0.9947
  52     0.000387   100.000     0.020031    99.460    99.530    0.9947    0.9945    0.9946
  53     0.000362   100.000     0.020343    99.440    99.530    0.9945    0.9943    0.9944
  54     0.000298   100.000     0.020570    99.470    99.530    0.9948    0.9946    0.9947
  55     0.001851    99.958     0.025540    99.310    99.530    0.9931    0.9932    0.9931
