# ModelM7 Training Log - NO DATA AUGMENTATION
# Data Percentage: 10% (6000 samples)
# Seed: 43
# Epochs: 150
# NO TRANSFORMATIONS APPLIED TO DATA
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.638094    90.050     0.390327    96.930    96.930    0.9692    0.9692    0.9691
   1     0.387805    97.683     0.313774    98.170    98.170    0.9816    0.9817    0.9816
   2     0.322421    98.567     0.273840    98.530    98.530    0.9854    0.9852    0.9853
   3     0.278181    98.983     0.245098    98.610    98.610    0.9861    0.9861    0.9861
   4     0.240886    99.400     0.215961    98.790    98.790    0.9879    0.9879    0.9879
   5     0.214331    99.550     0.193801    98.880    98.880    0.9888    0.9887    0.9888
   6     0.186174    99.867     0.187940    98.890    98.890    0.9888    0.9889    0.9888
   7     0.168440    99.900     0.162368    98.910    98.910    0.9891    0.9891    0.9891
   8     0.152730    99.983     0.161638    99.000    99.000    0.9900    0.9899    0.9900
   9     0.140727   100.000     0.141412    99.020    99.020    0.9902    0.9901    0.9902
  10     0.125052   100.000     0.144423    98.940    99.020    0.9894    0.9893    0.9893
  11     0.117958   100.000     0.132186    99.020    99.020    0.9903    0.9901    0.9902
  12     0.110688   100.000     0.137651    99.030    99.030    0.9903    0.9903    0.9903
  13     0.100244   100.000     0.123326    99.010    99.030    0.9901    0.9900    0.9901
  14     0.092811   100.000     0.118297    99.040    99.040    0.9904    0.9903    0.9904
  15     0.090405   100.000     0.110923    98.990    99.040    0.9899    0.9899    0.9899
  16     0.084220   100.000     0.105703    99.080    99.080    0.9909    0.9907    0.9908
  17     0.080034    99.967     0.102479    98.970    99.080    0.9897    0.9897    0.9897
  18     0.073397   100.000     0.104522    99.060    99.080    0.9906    0.9905    0.9906
  19     0.069279   100.000     0.099386    99.030    99.080    0.9903    0.9902    0.9903
  20     0.067120   100.000     0.097690    99.040    99.080    0.9904    0.9903    0.9904
  21     0.062732   100.000     0.094102    98.990    99.080    0.9899    0.9899    0.9899
  22     0.061210   100.000     0.092014    99.060    99.080    0.9906    0.9906    0.9906
  23     0.058209   100.000     0.091850    99.040    99.080    0.9904    0.9903    0.9904
  24     0.055349   100.000     0.085333    99.020    99.080    0.9902    0.9901    0.9902
  25     0.052550   100.000     0.086734    99.090    99.090    0.9909    0.9909    0.9909
  26     0.053870    99.983     0.085392    99.060    99.090    0.9906    0.9905    0.9906
  27     0.051794   100.000     0.084249    99.040    99.090    0.9904    0.9903    0.9904
  28     0.046381   100.000     0.085166    98.970    99.090    0.9898    0.9896    0.9897
  29     0.045953   100.000     0.081205    99.050    99.090    0.9905    0.9905    0.9905
  30     0.044420   100.000     0.078312    99.050    99.090    0.9905    0.9905    0.9905
  31     0.042924   100.000     0.076320    99.010    99.090    0.9901    0.9901    0.9901
  32     0.041108   100.000     0.074955    99.050    99.090    0.9905    0.9905    0.9905
  33     0.041298   100.000     0.074179    99.060    99.090    0.9906    0.9905    0.9906
  34     0.037812   100.000     0.072273    99.030    99.090    0.9903    0.9903    0.9903
  35     0.038760   100.000     0.069523    99.050    99.090    0.9905    0.9904    0.9905
  36     0.037122   100.000     0.070291    99.090    99.090    0.9909    0.9909    0.9909
  37     0.036896   100.000     0.070126    99.050    99.090    0.9905    0.9905    0.9905
  38     0.033958   100.000     0.067115    99.060    99.090    0.9906    0.9905    0.9906
  39     0.033577   100.000     0.070501    99.070    99.090    0.9907    0.9906    0.9907
  40     0.032929   100.000     0.069078    99.070    99.090    0.9907    0.9906    0.9907
  41     0.031237   100.000     0.066037    99.050    99.090    0.9905    0.9904    0.9905
  42     0.030910   100.000     0.064550    99.100    99.100    0.9910    0.9910    0.9910
  43     0.030355   100.000     0.066704    99.050    99.100    0.9906    0.9904    0.9905
  44     0.029976   100.000     0.063147    99.070    99.100    0.9907    0.9906    0.9907
  45     0.028700   100.000     0.062477    99.060    99.100    0.9906    0.9906    0.9906
  46     0.027681   100.000     0.062445    99.060    99.100    0.9907    0.9905    0.9906
  47     0.027695   100.000     0.062587    99.060    99.100    0.9906    0.9906    0.9906
  48     0.026189   100.000     0.059020    99.110    99.110    0.9911    0.9910    0.9911
  49     0.026337   100.000     0.060249    99.050    99.110    0.9905    0.9904    0.9905
  50     0.025554   100.000     0.057582    99.070    99.110    0.9907    0.9906    0.9907
  51     0.025147   100.000     0.058268    99.100    99.110    0.9910    0.9909    0.9910
  52     0.024886   100.000     0.058453    99.080    99.110    0.9908    0.9907    0.9908
  53     0.023502   100.000     0.057175    99.110    99.110    0.9911    0.9910    0.9911
  54     0.023274   100.000     0.056909    99.080    99.110    0.9908    0.9907    0.9908
  55     0.023645   100.000     0.057100    99.090    99.110    0.9909    0.9908    0.9909
  56     0.022246   100.000     0.057770    99.030    99.110    0.9903    0.9902    0.9903
  57     0.022795   100.000     0.056726    99.090    99.110    0.9909    0.9908    0.9909
  58     0.021771   100.000     0.055702    99.120    99.120    0.9912    0.9911    0.9912
  59     0.021185   100.000     0.055062    99.080    99.120    0.9908    0.9907    0.9908
  60     0.021573   100.000     0.055258    99.080    99.120    0.9908    0.9907    0.9908
  61     0.020521   100.000     0.054150    99.090    99.120    0.9909    0.9908    0.9909
  62     0.020114   100.000     0.053990    99.070    99.120    0.9907    0.9906    0.9907
  63     0.019929   100.000     0.054644    99.050    99.120    0.9905    0.9904    0.9905
  64     0.019789   100.000     0.053109    99.100    99.120    0.9910    0.9909    0.9910
  65     0.019411   100.000     0.053289    99.100    99.120    0.9910    0.9909    0.9910
  66     0.018881   100.000     0.051367    99.090    99.120    0.9909    0.9908    0.9909
  67     0.019632   100.000     0.050817    99.100    99.120    0.9910    0.9909    0.9910
  68     0.018243   100.000     0.052450    99.090    99.120    0.9909    0.9908    0.9909
  69     0.018013   100.000     0.051684    99.090    99.120    0.9909    0.9908    0.9909
  70     0.017949   100.000     0.051164    99.080    99.120    0.9908    0.9907    0.9908
  71     0.017618   100.000     0.050729    99.100    99.120    0.9910    0.9909    0.9910
  72     0.017625   100.000     0.050236    99.100    99.120    0.9910    0.9909    0.9910
  73     0.016980   100.000     0.050198    99.130    99.130    0.9913    0.9912    0.9913
  74     0.017018   100.000     0.048983    99.120    99.130    0.9912    0.9911    0.9912
  75     0.016521   100.000     0.048728    99.120    99.130    0.9912    0.9911    0.9912
  76     0.015780   100.000     0.048722    99.140    99.140    0.9914    0.9913    0.9914
  77     0.015772   100.000     0.048412    99.160    99.160    0.9917    0.9915    0.9916
  78     0.015853   100.000     0.048340    99.110    99.160    0.9911    0.9910    0.9911
  79     0.016014   100.000     0.048308    99.120    99.160    0.9912    0.9911    0.9912
  80     0.015229   100.000     0.047478    99.140    99.160    0.9914    0.9913    0.9914
  81     0.015345   100.000     0.047467    99.120    99.160    0.9912    0.9911    0.9912
  82     0.014981   100.000     0.046631    99.120    99.160    0.9912    0.9911    0.9912
  83     0.014854   100.000     0.046497    99.160    99.160    0.9916    0.9916    0.9916
  84     0.014450   100.000     0.046187    99.140    99.160    0.9914    0.9914    0.9914
  85     0.015102   100.000     0.046773    99.130    99.160    0.9913    0.9912    0.9913
  86     0.014191   100.000     0.046869    99.150    99.160    0.9915    0.9914    0.9915
  87     0.014258   100.000     0.046362    99.120    99.160    0.9913    0.9911    0.9912
  88     0.014311   100.000     0.046434    99.080    99.160    0.9908    0.9907    0.9908
  89     0.014075   100.000     0.044601    99.130    99.160    0.9913    0.9912    0.9913
  90     0.013742   100.000     0.045846    99.100    99.160    0.9910    0.9909    0.9910
  91     0.013810   100.000     0.044904    99.090    99.160    0.9909    0.9908    0.9909
  92     0.013532   100.000     0.045407    99.140    99.160    0.9914    0.9913    0.9914
  93     0.013570   100.000     0.045660    99.130    99.160    0.9913    0.9912    0.9913
  94     0.013310   100.000     0.045898    99.140    99.160    0.9914    0.9913    0.9914
  95     0.013293   100.000     0.045008    99.180    99.180    0.9919    0.9917    0.9918
  96     0.013024   100.000     0.044066    99.100    99.180    0.9910    0.9909    0.9910
  97     0.012482   100.000     0.044649    99.120    99.180    0.9912    0.9911    0.9912
  98     0.012766   100.000     0.044586    99.120    99.180    0.9912    0.9911    0.9912
  99     0.012872   100.000     0.045543    99.080    99.180    0.9908    0.9907    0.9908
 100     0.012534   100.000     0.043925    99.130    99.180    0.9913    0.9912    0.9913
 101     0.012282   100.000     0.044124    99.060    99.180    0.9907    0.9905    0.9906
 102     0.011859   100.000     0.043821    99.110    99.180    0.9911    0.9911    0.9911
 103     0.012152   100.000     0.043526    99.100    99.180    0.9910    0.9909    0.9910
 104     0.012003   100.000     0.044324    99.090    99.180    0.9909    0.9908    0.9909
 105     0.011929   100.000     0.043365    99.080    99.180    0.9908    0.9908    0.9908
 106     0.011726   100.000     0.043932    99.090    99.180    0.9909    0.9908    0.9909
 107     0.011572   100.000     0.042895    99.160    99.180    0.9916    0.9915    0.9916
 108     0.011389   100.000     0.043012    99.080    99.180    0.9908    0.9907    0.9908
 109     0.011227   100.000     0.042491    99.160    99.180    0.9916    0.9915    0.9916
 110     0.011622   100.000     0.042538    99.140    99.180    0.9914    0.9913    0.9914
 111     0.011583   100.000     0.041947    99.110    99.180    0.9911    0.9910    0.9911
 112     0.011066   100.000     0.042921    99.060    99.180    0.9907    0.9905    0.9906
 113     0.010985   100.000     0.041867    99.120    99.180    0.9912    0.9911    0.9912
 114     0.011131   100.000     0.042025    99.150    99.180    0.9915    0.9915    0.9915
 115     0.010330   100.000     0.041989    99.110    99.180    0.9911    0.9910    0.9911
 116     0.010745   100.000     0.041057    99.170    99.180    0.9917    0.9917    0.9917
 117     0.010771   100.000     0.041370    99.120    99.180    0.9912    0.9911    0.9912
 118     0.010520   100.000     0.041387    99.100    99.180    0.9910    0.9909    0.9910
 119     0.010397   100.000     0.041841    99.100    99.180    0.9910    0.9909    0.9910
 120     0.010260   100.000     0.041350    99.100    99.180    0.9910    0.9909    0.9910
 121     0.010014   100.000     0.041513    99.090    99.180    0.9909    0.9908    0.9909
 122     0.010031   100.000     0.041043    99.080    99.180    0.9908    0.9907    0.9908
 123     0.010518   100.000     0.041471    99.140    99.180    0.9914    0.9914    0.9914
 124     0.010052   100.000     0.041456    99.100    99.180    0.9910    0.9909    0.9910
 125     0.010138   100.000     0.041638    99.130    99.180    0.9913    0.9912    0.9913
 126     0.010112   100.000     0.041290    99.100    99.180    0.9910    0.9909    0.9910
 127     0.010273   100.000     0.040661    99.120    99.180    0.9912    0.9911    0.9912
 128     0.009570   100.000     0.040617    99.070    99.180    0.9907    0.9906    0.9907
 129     0.009200   100.000     0.040676    99.100    99.180    0.9910    0.9909    0.9910
 130     0.009592   100.000     0.039843    99.110    99.180    0.9911    0.9910    0.9911
 131     0.009769   100.000     0.040268    99.120    99.180    0.9912    0.9911    0.9912
 132     0.009012   100.000     0.039792    99.120    99.180    0.9912    0.9911    0.9912
 133     0.009302   100.000     0.040231    99.120    99.180    0.9912    0.9911    0.9912
 134     0.009260   100.000     0.040029    99.120    99.180    0.9912    0.9911    0.9912
 135     0.009477   100.000     0.040293    99.120    99.180    0.9912    0.9911    0.9912
 136     0.009244   100.000     0.040120    99.140    99.180    0.9914    0.9913    0.9914
 137     0.009313   100.000     0.039967    99.160    99.180    0.9916    0.9915    0.9916
 138     0.009545   100.000     0.040068    99.140    99.180    0.9914    0.9913    0.9914
 139     0.009316   100.000     0.039673    99.120    99.180    0.9912    0.9911    0.9912
 140     0.009215   100.000     0.039928    99.100    99.180    0.9910    0.9909    0.9910
 141     0.008891   100.000     0.039993    99.140    99.180    0.9914    0.9913    0.9914
 142     0.008746   100.000     0.039383    99.100    99.180    0.9910    0.9909    0.9910
 143     0.009026   100.000     0.038961    99.150    99.180    0.9915    0.9914    0.9915
 144     0.009007   100.000     0.039116    99.140    99.180    0.9914    0.9913    0.9914
 145     0.009059   100.000     0.038864    99.130    99.180    0.9913    0.9912    0.9913
 146     0.008728   100.000     0.039272    99.120    99.180    0.9912    0.9911    0.9912
 147     0.008478   100.000     0.039372    99.150    99.180    0.9915    0.9914    0.9915
 148     0.008312   100.000     0.038806    99.130    99.180    0.9913    0.9912    0.9913
 149     0.008532   100.000     0.038859    99.140    99.180    0.9914    0.9913    0.9914
