# ModelM7 Training Log - NO DATA AUGMENTATION
# Data Percentage: 15% (9000 samples)
# Seed: 44
# Epochs: 150
# NO TRANSFORMATIONS APPLIED TO DATA
# Epoch   Train_Loss   Train_Acc   Test_Loss   Test_Acc   Best_Test_Acc   Precision   Recall   F1_Score
   0     0.557915    92.456     0.359253    97.620    97.620    0.9761    0.9761    0.9761
   1     0.341702    97.933     0.269550    98.530    98.530    0.9853    0.9853    0.9853
   2     0.276337    98.878     0.231630    98.780    98.780    0.9879    0.9878    0.9878
   3     0.230540    99.211     0.193295    98.910    98.910    0.9891    0.9889    0.9890
   4     0.196741    99.489     0.172783    99.090    99.090    0.9909    0.9908    0.9909
   5     0.164400    99.756     0.153305    98.970    99.090    0.9897    0.9896    0.9897
   6     0.139920    99.889     0.133425    99.150    99.150    0.9915    0.9914    0.9915
   7     0.124265    99.911     0.128084    99.160    99.160    0.9916    0.9916    0.9916
   8     0.111772    99.911     0.121659    99.210    99.210    0.9921    0.9921    0.9921
   9     0.097104    99.978     0.103416    99.190    99.210    0.9919    0.9919    0.9919
  10     0.085252    99.989     0.097630    99.210    99.210    0.9921    0.9920    0.9921
  11     0.077637    99.989     0.094568    99.200    99.210    0.9920    0.9919    0.9920
  12     0.073603   100.000     0.083717    99.200    99.210    0.9921    0.9919    0.9920
  13     0.066213   100.000     0.082473    99.220    99.220    0.9922    0.9922    0.9922
  14     0.059221   100.000     0.073164    99.220    99.220    0.9922    0.9921    0.9922
  15     0.056257   100.000     0.072086    99.250    99.250    0.9925    0.9924    0.9925
  16     0.050987   100.000     0.075564    99.260    99.260    0.9926    0.9926    0.9926
  17     0.047997   100.000     0.072270    99.250    99.260    0.9925    0.9925    0.9925
  18     0.045349   100.000     0.071430    99.270    99.270    0.9927    0.9927    0.9927
  19     0.041926   100.000     0.064236    99.230    99.270    0.9923    0.9923    0.9923
  20     0.040266   100.000     0.064867    99.260    99.270    0.9926    0.9926    0.9926
  21     0.036940   100.000     0.064458    99.230    99.270    0.9923    0.9923    0.9923
  22     0.035061   100.000     0.060683    99.230    99.270    0.9923    0.9923    0.9923
  23     0.033242   100.000     0.058452    99.240    99.270    0.9924    0.9924    0.9924
  24     0.031370   100.000     0.056872    99.240    99.270    0.9924    0.9924    0.9924
  25     0.029720   100.000     0.053624    99.260    99.270    0.9926    0.9926    0.9926
  26     0.028584   100.000     0.053739    99.280    99.280    0.9928    0.9928    0.9928
  27     0.027677   100.000     0.053984    99.250    99.280    0.9925    0.9925    0.9925
  28     0.026650   100.000     0.051176    99.230    99.280    0.9923    0.9922    0.9923
  29     0.025210   100.000     0.050913    99.260    99.280    0.9926    0.9926    0.9926
  30     0.024168   100.000     0.049882    99.240    99.280    0.9924    0.9924    0.9924
  31     0.022866   100.000     0.050977    99.240    99.280    0.9924    0.9924    0.9924
  32     0.021857   100.000     0.049039    99.260    99.280    0.9926    0.9925    0.9926
  33     0.021453   100.000     0.046678    99.250    99.280    0.9925    0.9924    0.9925
  34     0.020349   100.000     0.044787    99.260    99.280    0.9926    0.9925    0.9926
  35     0.020001   100.000     0.044647    99.230    99.280    0.9923    0.9922    0.9923
  36     0.018760   100.000     0.046869    99.250    99.280    0.9925    0.9924    0.9925
  37     0.018716   100.000     0.045138    99.270    99.280    0.9927    0.9926    0.9927
  38     0.017988   100.000     0.044300    99.240    99.280    0.9924    0.9923    0.9924
  39     0.016429   100.000     0.044054    99.260    99.280    0.9926    0.9925    0.9926
  40     0.016461   100.000     0.043324    99.270    99.280    0.9927    0.9926    0.9927
  41     0.015776   100.000     0.040934    99.240    99.280    0.9924    0.9923    0.9923
  42     0.014944   100.000     0.040153    99.270    99.280    0.9927    0.9927    0.9927
  43     0.015211   100.000     0.041145    99.250    99.280    0.9925    0.9925    0.9925
  44     0.014651   100.000     0.040499    99.310    99.310    0.9931    0.9930    0.9931
  45     0.013865   100.000     0.040179    99.260    99.310    0.9926    0.9926    0.9926
  46     0.013797   100.000     0.039617    99.280    99.310    0.9928    0.9928    0.9928
  47     0.013491   100.000     0.039788    99.270    99.310    0.9927    0.9926    0.9927
  48     0.012934   100.000     0.038782    99.290    99.310    0.9929    0.9929    0.9929
  49     0.012709   100.000     0.038852    99.220    99.310    0.9922    0.9922    0.9922
  50     0.011814   100.000     0.038633    99.280    99.310    0.9928    0.9928    0.9928
  51     0.011913   100.000     0.037408    99.260    99.310    0.9926    0.9926    0.9926
  52     0.011669   100.000     0.038587    99.270    99.310    0.9927    0.9927    0.9927
  53     0.011420   100.000     0.037271    99.280    99.310    0.9928    0.9927    0.9928
  54     0.010809   100.000     0.037162    99.250    99.310    0.9925    0.9924    0.9925
  55     0.010868   100.000     0.037080    99.280    99.310    0.9928    0.9928    0.9928
  56     0.010736   100.000     0.035967    99.270    99.310    0.9927    0.9927    0.9927
  57     0.010421   100.000     0.036273    99.300    99.310    0.9930    0.9929    0.9930
  58     0.009821   100.000     0.036270    99.270    99.310    0.9927    0.9926    0.9927
  59     0.009995   100.000     0.035478    99.270    99.310    0.9927    0.9926    0.9927
  60     0.009873   100.000     0.036681    99.240    99.310    0.9924    0.9923    0.9924
  61     0.009134   100.000     0.035376    99.270    99.310    0.9927    0.9927    0.9927
  62     0.008679   100.000     0.035271    99.250    99.310    0.9925    0.9924    0.9925
  63     0.008626   100.000     0.034205    99.310    99.310    0.9931    0.9931    0.9931
  64     0.008731   100.000     0.034348    99.280    99.310    0.9928    0.9928    0.9928
  65     0.008240   100.000     0.034181    99.280    99.310    0.9928    0.9928    0.9928
  66     0.008530   100.000     0.034120    99.270    99.310    0.9927    0.9927    0.9927
  67     0.008115   100.000     0.033271    99.260    99.310    0.9926    0.9926    0.9926
  68     0.007689   100.000     0.033613    99.260    99.310    0.9926    0.9926    0.9926
  69     0.007682   100.000     0.033808    99.270    99.310    0.9927    0.9926    0.9927
  70     0.007212   100.000     0.032958    99.260    99.310    0.9926    0.9926    0.9926
  71     0.007090   100.000     0.032629    99.240    99.310    0.9924    0.9923    0.9924
  72     0.007225   100.000     0.032001    99.280    99.310    0.9928    0.9928    0.9928
  73     0.006877   100.000     0.033015    99.270    99.310    0.9927    0.9927    0.9927
  74     0.006767   100.000     0.032264    99.290    99.310    0.9929    0.9929    0.9929
  75     0.006972   100.000     0.032495    99.260    99.310    0.9926    0.9925    0.9926
  76     0.006237   100.000     0.032025    99.290    99.310    0.9929    0.9928    0.9929
  77     0.006333   100.000     0.031585    99.220    99.310    0.9922    0.9922    0.9922
  78     0.006176   100.000     0.031510    99.260    99.310    0.9926    0.9925    0.9926
  79     0.005988   100.000     0.030875    99.250    99.310    0.9925    0.9925    0.9925
  80     0.005972   100.000     0.031191    99.290    99.310    0.9929    0.9928    0.9929
  81     0.005901   100.000     0.031470    99.280    99.310    0.9928    0.9928    0.9928
  82     0.006113   100.000     0.031169    99.290    99.310    0.9929    0.9929    0.9929
  83     0.005976   100.000     0.030688    99.270    99.310    0.9927    0.9927    0.9927
  84     0.005706   100.000     0.030952    99.230    99.310    0.9923    0.9923    0.9923
  85     0.005764   100.000     0.030949    99.260    99.310    0.9926    0.9926    0.9926
  86     0.005421   100.000     0.030672    99.270    99.310    0.9927    0.9927    0.9927
  87     0.005465   100.000     0.030745    99.260    99.310    0.9926    0.9926    0.9926
  88     0.005215   100.000     0.030750    99.260    99.310    0.9926    0.9925    0.9925
  89     0.005116   100.000     0.030246    99.290    99.310    0.9929    0.9929    0.9929
  90     0.005004   100.000     0.031632    99.280    99.310    0.9928    0.9927    0.9928
  91     0.004819   100.000     0.030478    99.270    99.310    0.9927    0.9926    0.9927
  92     0.005143   100.000     0.030902    99.270    99.310    0.9927    0.9927    0.9927
  93     0.004847   100.000     0.030442    99.270    99.310    0.9927    0.9927    0.9927
  94     0.004740   100.000     0.029976    99.270    99.310    0.9927    0.9927    0.9927
  95     0.004709   100.000     0.029562    99.270    99.310    0.9927    0.9927    0.9927
  96     0.004751   100.000     0.030132    99.270    99.310    0.9927    0.9927    0.9927
  97     0.004514   100.000     0.029301    99.280    99.310    0.9928    0.9928    0.9928
  98     0.004469   100.000     0.029534    99.280    99.310    0.9928    0.9928    0.9928
  99     0.004333   100.000     0.029489    99.270    99.310    0.9927    0.9927    0.9927
 100     0.004326   100.000     0.029811    99.280    99.310    0.9928    0.9928    0.9928
 101     0.004217   100.000     0.029770    99.290    99.310    0.9929    0.9929    0.9929
 102     0.004108   100.000     0.029194    99.270    99.310    0.9927    0.9927    0.9927
 103     0.004129   100.000     0.029055    99.320    99.320    0.9932    0.9932    0.9932
 104     0.004161   100.000     0.029156    99.280    99.320    0.9928    0.9928    0.9928
 105     0.003915   100.000     0.029732    99.290    99.320    0.9929    0.9929    0.9929
 106     0.003971   100.000     0.029010    99.320    99.320    0.9932    0.9932    0.9932
 107     0.004031   100.000     0.028895    99.300    99.320    0.9930    0.9930    0.9930
 108     0.003846   100.000     0.029197    99.310    99.320    0.9931    0.9931    0.9931
 109     0.003807   100.000     0.029385    99.270    99.320    0.9927    0.9927    0.9927
 110     0.003710   100.000     0.029025    99.270    99.320    0.9927    0.9926    0.9927
 111     0.003653   100.000     0.029337    99.280    99.320    0.9928    0.9927    0.9928
 112     0.003612   100.000     0.029622    99.270    99.320    0.9927    0.9926    0.9927
 113     0.003609   100.000     0.029162    99.270    99.320    0.9927    0.9926    0.9927
 114     0.003571   100.000     0.028970    99.310    99.320    0.9931    0.9931    0.9931
 115     0.003467   100.000     0.029013    99.320    99.320    0.9932    0.9932    0.9932
 116     0.003394   100.000     0.028655    99.310    99.320    0.9931    0.9931    0.9931
 117     0.003407   100.000     0.028386    99.290    99.320    0.9929    0.9929    0.9929
 118     0.003315   100.000     0.028511    99.290    99.320    0.9929    0.9928    0.9929
 119     0.003314   100.000     0.028706    99.300    99.320    0.9930    0.9930    0.9930
 120     0.003238   100.000     0.027853    99.290    99.320    0.9929    0.9929    0.9929
 121     0.016942    99.656     0.260352    95.500    99.320    0.9647    0.9538    0.9554
 122     0.018180    99.700     0.431628    91.610    99.320    0.9468    0.9176    0.9235
 123     0.006517    99.978     0.189052    97.270    99.320    0.9752    0.9724    0.9728
 124     0.004379   100.000     0.120520    97.960    99.320    0.9806    0.9795    0.9796
 125     0.003815   100.000     0.086051    98.390    99.320    0.9843    0.9839    0.9839
 126     0.003770   100.000     0.062738    98.690    99.320    0.9870    0.9869    0.9868
 127     0.003497   100.000     0.054431    98.770    99.320    0.9878    0.9877    0.9876
 128     0.003538   100.000     0.045185    98.910    99.320    0.9891    0.9891    0.9891
 129     0.003510   100.000     0.041175    98.950    99.320    0.9895    0.9895    0.9895
 130     0.003262   100.000     0.036515    99.070    99.320    0.9907    0.9907    0.9907
 131     0.003228   100.000     0.036009    98.980    99.320    0.9898    0.9898    0.9898
 132     0.003114   100.000     0.032935    99.150    99.320    0.9915    0.9915    0.9915
 133     0.003198   100.000     0.030560    99.150    99.320    0.9915    0.9915    0.9914
 134     0.003063   100.000     0.029764    99.190    99.320    0.9919    0.9919    0.9919
 135     0.002919   100.000     0.028847    99.180    99.320    0.9917    0.9917    0.9917
 136     0.003056   100.000     0.028256    99.200    99.320    0.9919    0.9920    0.9920
 137     0.002994   100.000     0.027404    99.180    99.320    0.9918    0.9917    0.9917
 138     0.003144   100.000     0.027389    99.200    99.320    0.9919    0.9919    0.9919
 139     0.002805   100.000     0.027119    99.190    99.320    0.9919    0.9919    0.9919
 140     0.002852   100.000     0.026966    99.180    99.320    0.9918    0.9918    0.9918
 141     0.002783   100.000     0.026538    99.210    99.320    0.9921    0.9921    0.9921
 142     0.002696   100.000     0.026687    99.210    99.320    0.9921    0.9921    0.9921
 143     0.002746   100.000     0.026840    99.170    99.320    0.9917    0.9917    0.9917
 144     0.002638   100.000     0.026489    99.210    99.320    0.9921    0.9921    0.9921
 145     0.002819   100.000     0.026551    99.210    99.320    0.9921    0.9920    0.9921
 146     0.002610   100.000     0.026473    99.200    99.320    0.9920    0.9920    0.9920
 147     0.002591   100.000     0.026162    99.240    99.320    0.9924    0.9924    0.9924
 148     0.002664   100.000     0.026356    99.230    99.320    0.9923    0.9923    0.9923
 149     0.002556   100.000     0.026342    99.230    99.320    0.9923    0.9923    0.9923
